 ---------------------------------------------------------------
 Surface and Strip Forces by surface

  Sref =  1.2850       Cref = 0.25900       Bref =  4.9540    
  Xref =-0.65000E-01   Yref =  0.0000       Zref =  0.0000    

  Surface # 1     Wing                                    
     # Chordwise = 12   # Spanwise = 50     First strip =  1
     Surface area Ssurf =    0.631949     Ave. chord Cave =    0.255127

 Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         
     CLsurf  =   0.10658     Clsurf  =  -0.02330
     CYsurf  =   0.00009     Cmsurf  =  -0.08879
     CDsurf  =   0.00039     Cnsurf  =   0.00025
     CDisurf =   0.00039     CDvsurf =   0.00000

 Forces referred to Ssurf, Cave 
     CLsurf  =   0.21672     CDsurf  =   0.00079

 Strip Forces referred to Strip Area, Chord
    j     Xle      Yle      Zle      Chord    Area     c_cl     ai     cl_norm    cl       cd       cdv    cm_c/4     cm_LE   C.P.x/c
     1   0.0000   0.0229   0.0000   0.2900   0.0133   0.0652   0.0053   0.2250   0.2250   0.0006   0.0000  -0.0628  -0.1190    0.529
     2   0.0000   0.0688   0.0000   0.2900   0.0133   0.0652   0.0053   0.2250   0.2250   0.0006   0.0000  -0.0628  -0.1190    0.529
     3   0.0000   0.1146   0.0000   0.2900   0.0133   0.0652   0.0053   0.2249   0.2249   0.0006   0.0000  -0.0628  -0.1190    0.529
     4   0.0000   0.1604   0.0000   0.2900   0.0133   0.0652   0.0053   0.2249   0.2249   0.0006   0.0000  -0.0628  -0.1190    0.529
     5   0.0000   0.2063   0.0000   0.2900   0.0133   0.0652   0.0054   0.2248   0.2248   0.0006   0.0000  -0.0628  -0.1190    0.529
     6   0.0000   0.2521   0.0000   0.2900   0.0133   0.0652   0.0054   0.2247   0.2247   0.0006   0.0000  -0.0628  -0.1190    0.529
     7   0.0000   0.3025   0.0000   0.2900   0.0160   0.0651   0.0054   0.2246   0.2246   0.0006   0.0000  -0.0628  -0.1189    0.529
     8   0.0000   0.3575   0.0000   0.2900   0.0159   0.0651   0.0055   0.2245   0.2245   0.0006   0.0000  -0.0628  -0.1189    0.530
     9   0.0000   0.4125   0.0000   0.2900   0.0159   0.0651   0.0055   0.2243   0.2243   0.0006   0.0000  -0.0628  -0.1189    0.530
    10   0.0000   0.4675   0.0000   0.2900   0.0160   0.0650   0.0056   0.2241   0.2241   0.0006   0.0000  -0.0628  -0.1188    0.530
