 ---------------------------------------------------------------
 Surface and Strip Forces by surface

  Sref =  1.2850       Cref = 0.25900       Bref =  4.9540    
  Xref =-0.65000E-01   Yref =  0.0000       Zref =  0.0000    

  Surface # 1     Wing                                    
     # Chordwise = 12   # Spanwise = 50     First strip =  1
     Surface area Ssurf =    0.641762     Ave. chord Cave =    0.259089

 Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         
     CLsurf  =   0.13893     Clsurf  =  -0.03083
     CYsurf  =   0.00016     Cmsurf  =  -0.11695
     CDsurf  =   0.00065     Cnsurf  =   0.00046
     CDisurf =   0.00065     CDvsurf =   0.00000

 Forces referred to Ssurf, Cave 
     CLsurf  =   0.27818     CDsurf  =   0.00130

 Strip Forces referred to Strip Area, Chord
    j     Xle      Yle      Zle      Chord    Area     c_cl     ai     cl_norm    cl       cd       cdv    cm_c/4     cm_LE   C.P.x/c
     1   0.0000   0.0255   0.0000   0.2900   0.0148   0.0838   0.0067   0.2889   0.2889   0.0010   0.0000  -0.0831  -0.1553    0.538
     2   0.0000   0.0760   0.0000   0.2900   0.0145   0.0838   0.0067   0.2889   0.2889   0.0010   0.0000  -0.0831  -0.1553    0.538
     3   0.0000   0.1265   0.0000   0.2900   0.0148   0.0838   0.0067   0.2889   0.2889   0.0010   0.0000  -0.0831  -0.1553    0.538
     4   0.0000   0.1770   0.0000   0.2900   0.0145   0.0837   0.0068   0.2888   0.2888   0.0010   0.0000  -0.0831  -0.1553    0.538
     5   0.0000   0.2275   0.0000   0.2900   0.0148   0.0837   0.0068   0.2887   0.2887   0.0010   0.0000  -0.0831  -0.1553    0.538
     6   0.0000   0.2780   0.0000   0.2900   0.0145   0.0837   0.0068   0.2886   0.2886   0.0010   0.0000  -0.0831  -0.1552    0.538
     7   0.0000   0.3285   0.0000   0.2900   0.0148   0.0836   0.0069   0.2884   0.2884   0.0010   0.0000  -0.0831  -0.1552    0.538
     8   0.0000   0.3790   0.0000   0.2900   0.0145   0.0836   0.0069   0.2883   0.2883   0.0010   0.0000  -0.0831  -0.1552    0.538
     9   0.0000   0.4295   0.0000   0.2900   0.0148   0.0835   0.0070   0.2881   0.2881   0.0010   0.0000  -0.0831  -0.1551    0.538
    10   0.0000   0.4805   0.0000   0.2900   0.0148   0.0835   0.0071   0.2878   0.2878   0.0010   0.0000  -0.0831  -0.1550    0.539
    11   0.0000   0.5310   0.0000   0.2900   0.0145   0.0834   0.0071   0.2876   0.2876   0.0010   0.0000  -0.0831  -0.1550    0.539
    12   0.0000   0.5815   0.0000   0.2900   0.0148   0.0833   0.0072   0.2873   0.2873   0.0010   0.0000  -0.0831  -0.1549    0.539
    13   0.0000   0.6320   0.0000   0.2900   0.0145   0.0832   0.0073   0.2869   0.2869   0.0011   0.0000  -0.0831  -0.1548    0.540
    14   0.0000   0.6825   0.0000   0.2900   0.0148   0.0831   0.0074   0.2866   0.2866   0.0011   0.0000  -0.0831  -0.1547    0.540
    15   0.0000   0.7330   0.0000   0.2900   0.0145   0.0830   0.0075   0.2862   0.2862   0.0011   0.0000  -0.0831  -0.1546    0.540
    16   0.0000   0.7835   0.0000   0.2900   0.0148   0.0829   0.0077   0.2857   0.2857   0.0011   0.0000  -0.0830  -0.1545    0.541
    17   0.0000   0.8340   0.0000   0.2900   0.0145   0.0827   0.0078   0.2852   0.2852   0.0011   0.0000  -0.0830  -0.1543    0.541
    18   0.0000   0.8845   0.0000   0.2900   0.0148   0.0826   0.0080   0.2847   0.2847   0.0011   0.0000  -0.0830  -0.1542    0.542
    19   0.0000   0.9355   0.0000   0.2900   0.0148   0.0824   0.0082   0.2841   0.2841   0.0012   0.0000  -0.0830  -0.1540    0.542
    20   0.0000   0.9860   0.0000   0.2900   0.0145   0.0822   0.0084   0.2834   0.2834   0.0012   0.0000  -0.0830  -0.1538    0.543
    21   0.0000   1.0365   0.0000   0.2900   0.0148   0.0820   0.0086   0.2827   0.2827   0.0012   0.0000  -0.0830  -0.1536    0.543
    22   0.0000   1.0870   0.0000   0.2900   0.0145   0.0817   0.0089   0.2819   0.2819   0.0012   0.0000  -0.0829  -0.1534    0.544
    23   0.0000   1.1375   0.0000   0.2900   0.0148   0.0815   0.0092   0.2810   0.2810   0.0013   0.0000  -0.0829  -0.1531    0.545
    24   0.0000   1.1880   0.0000   0.2900   0.0145   0.0812   0.0095   0.2800   0.2800   0.0013   0.0000  -0.0828  -0.1528    0.546
    25   0.0000   1.2258   0.0000   0.2900   0.0074   0.0810   0.0098   0.2792   0.2792   0.0013   0.0000  -0.0828  -0.1526    0.547
    26   0.0000   1.2512   0.0000   0.2900   0.0074   0.0807   0.0101   0.2785   0.2785   0.0014   0.0000  -0.0827  -0.1523    0.547
    27   0.0000   1.2890   0.0000   0.2900   0.0145   0.0805   0.0105   0.2775   0.2775   0.0014   0.0000  -0.0826  -0.1520    0.548
    28   0.0000   1.3395   0.0000   0.2895   0.0148   0.0800   0.0108   0.2763   0.2763   0.0014   0.0000  -0.0826  -0.1517    0.549
    29   0.0005   1.3905   0.0000   0.2885   0.0147   0.0794   0.0113   0.2754   0.2754   0.0014   0.0000  -0.0825  -0.1513    0.550
    30   0.0010   1.4410   0.0000   0.2870   0.0144   0.0788   0.0117   0.2745   0.2744   0.0014   0.0000  -0.0824  -0.1510    0.550
    31   0.0015   1.4915   0.0000   0.2845   0.0145   0.0779   0.0117   0.2738   0.2738   0.0015   0.0000  -0.0824  -0.1508    0.551
    32   0.0020   1.5420   0.0000   0.2820   0.0141   0.0769   0.0119   0.2728   0.2728   0.0015   0.0000  -0.0824  -0.1506    0.552
    33   0.0025   1.5925   0.0000   0.2790   0.0142   0.0758   0.0121   0.2717   0.2717   0.0016   0.0000  -0.0823  -0.1502    0.553
    34   0.0035   1.6430   0.0000   0.2750   0.0137   0.0746   0.0121   0.2711   0.2711   0.0016   0.0000  -0.0824  -0.1501    0.554
    35   0.0045   1.6935   0.0000   0.2710   0.0138   0.0732   0.0125   0.2701   0.2701   0.0016   0.0000  -0.0822  -0.1497    0.554
    36   0.0060   1.7440   0.0000   0.2660   0.0133   0.0717   0.0127   0.2695   0.2695   0.0016   0.0000  -0.0821  -0.1494    0.555
    37   0.0075   1.7945   0.0000   0.2600   0.0133   0.0699   0.0125   0.2690   0.2690   0.0016   0.0000  -0.0822  -0.1494    0.556
    38   0.0090   1.8455   0.0000   0.2540   0.0130   0.0680   0.0128   0.2680   0.2679   0.0017   0.0000  -0.0821  -0.1489    0.556
    39   0.0110   1.8960   0.0000   0.2470   0.0124   0.0660   0.0130   0.2671   0.2671   0.0017   0.0000  -0.0819  -0.1485    0.557
    40   0.0130   1.9465   0.0000   0.2390   0.0122   0.0636   0.0129   0.2663   0.2663   0.0017   0.0000  -0.0819  -0.1483    0.557
    41   0.0150   1.9970   0.0000   0.2305   0.0115   0.0611   0.0129   0.2651   0.2651   0.0017   0.0000  -0.0817  -0.1479    0.558
    42   0.0175   2.0475   0.0000   0.2210   0.0113   0.0583   0.0132   0.2639   0.2639   0.0017   0.0000  -0.0815  -0.1472    0.559
    43   0.0200   2.0980   0.0000   0.2100   0.0105   0.0551   0.0127   0.2626   0.2625   0.0018   0.0000  -0.0814  -0.1469    0.560
    44   0.0230   2.1485   0.0000   0.1980   0.0101   0.0517   0.0131   0.2611   0.2610   0.0018   0.0000  -0.0812  -0.1460    0.561
    45   0.0265   2.1990   0.0000   0.1845   0.0092   0.0477   0.0130   0.2588   0.2588   0.0018   0.0000  -0.0806  -0.1451    0.562
    46   0.0300   2.2495   0.0000   0.1685   0.0086   0.0432   0.0123   0.2564   0.2564   0.0018   0.0000  -0.0804  -0.1440    0.564
    47   0.0345   2.3005   0.0000   0.1500   0.0077   0.0380   0.0119   0.2531   0.2531   0.0019   0.0000  -0.0798  -0.1424    0.565
    48   0.0405   2.3510   0.0000   0.1280   0.0064   0.0318   0.0116   0.2485   0.2484   0.0018   0.0000  -0.0786  -0.1394    0.567
    49   0.0480   2.4015   0.0000   0.0995   0.0051   0.0239   0.0096   0.2399   0.2399   0.0017   0.0000  -0.0757  -0.1341    0.566
