 ---------------------------------------------------------------
 Surface and Strip Forces by surface

  Sref =  1.2850       Cref = 0.25900       Bref =  4.9540    
  Xref =-0.65000E-01   Yref =  0.0000       Zref =  0.0000    

  Surface # 1     Wing                                    
     # Chordwise = 12   # Spanwise = 50     First strip =  1
     Surface area Ssurf =    0.641762     Ave. chord Cave =    0.259089

 Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         
     CLsurf  =   0.22631     Clsurf  =  -0.05018
     CYsurf  =  -0.00025     Cmsurf  =  -0.14435
     CDsurf  =   0.00172     Cnsurf  =  -0.00188
     CDisurf =   0.00172     CDvsurf =   0.00000

 Forces referred to Ssurf, Cave 
     CLsurf  =   0.45315     CDsurf  =   0.00345

 Strip Forces referred to Strip Area, Chord
    j     Xle      Yle      Zle      Chord    Area     c_cl     ai     cl_norm    cl       cd       cdv    cm_c/4     cm_LE   C.P.x/c
     1   0.0000   0.0255   0.0000   0.2900   0.0148   0.1367   0.0111   0.4716   0.4716   0.0026   0.0000  -0.0471  -0.1649    0.350
     2   0.0000   0.0760   0.0000   0.2900   0.0145   0.1367   0.0111   0.4716   0.4716   0.0026   0.0000  -0.0471  -0.1649    0.350
     3   0.0000   0.1265   0.0000   0.2900   0.0148   0.1366   0.0111   0.4715   0.4715   0.0026   0.0000  -0.0471  -0.1649    0.350
     4   0.0000   0.1770   0.0000   0.2900   0.0145   0.1366   0.0111   0.4714   0.4714   0.0026   0.0000  -0.0471  -0.1648    0.350
     5   0.0000   0.2275   0.0000   0.2900   0.0148   0.1365   0.0112   0.4712   0.4712   0.0026   0.0000  -0.0471  -0.1648    0.350
     6   0.0000   0.2780   0.0000   0.2900   0.0145   0.1365   0.0112   0.4710   0.4710   0.0026   0.0000  -0.0471  -0.1647    0.350
     7   0.0000   0.3285   0.0000   0.2900   0.0148   0.1364   0.0113   0.4708   0.4708   0.0027   0.0000  -0.0471  -0.1647    0.350
     8   0.0000   0.3790   0.0000   0.2900   0.0145   0.1363   0.0114   0.4704   0.4704   0.0027   0.0000  -0.0471  -0.1646    0.350
     9   0.0000   0.4295   0.0000   0.2900   0.0148   0.1362   0.0115   0.4701   0.4701   0.0027   0.0000  -0.0470  -0.1645    0.350
    10   0.0000   0.4805   0.0000   0.2900   0.0148   0.1361   0.0116   0.4697   0.4697   0.0027   0.0000  -0.0470  -0.1644    0.350
    11   0.0000   0.5310   0.0000   0.2900   0.0145   0.1360   0.0117   0.4692   0.4692   0.0028   0.0000  -0.0470  -0.1642    0.350
    12   0.0000   0.5815   0.0000   0.2900   0.0148   0.1358   0.0119   0.4687   0.4687   0.0028   0.0000  -0.0470  -0.1641    0.350
    13   0.0000   0.6320   0.0000   0.2900   0.0145   0.1356   0.0120   0.4681   0.4681   0.0028   0.0000  -0.0470  -0.1639    0.350
    14   0.0000   0.6825   0.0000   0.2900   0.0148   0.1355   0.0122   0.4675   0.4675   0.0029   0.0000  -0.0470  -0.1638    0.351
    15   0.0000   0.7330   0.0000   0.2900   0.0145   0.1352   0.0124   0.4667   0.4667   0.0029   0.0000  -0.0470  -0.1636    0.351
    16   0.0000   0.7835   0.0000   0.2900   0.0148   0.1350   0.0126   0.4659   0.4659   0.0029   0.0000  -0.0470  -0.1634    0.351
    17   0.0000   0.8340   0.0000   0.2900   0.0145   0.1348   0.0129   0.4650   0.4650   0.0030   0.0000  -0.0469  -0.1631    0.351
    18   0.0000   0.8845   0.0000   0.2900   0.0148   0.1345   0.0131   0.4641   0.4641   0.0031   0.0000  -0.0469  -0.1628    0.351
    19   0.0000   0.9355   0.0000   0.2900   0.0148   0.1342   0.0134   0.4630   0.4630   0.0031   0.0000  -0.0469  -0.1625    0.351
    20   0.0000   0.9860   0.0000   0.2900   0.0145   0.1338   0.0138   0.4617   0.4617   0.0032   0.0000  -0.0469  -0.1622    0.351
    21   0.0000   1.0365   0.0000   0.2900   0.0148   0.1334   0.0141   0.4604   0.4604   0.0032   0.0000  -0.0468  -0.1618    0.352
    22   0.0000   1.0870   0.0000   0.2900   0.0145   0.1330   0.0145   0.4589   0.4589   0.0033   0.0000  -0.0468  -0.1614    0.352
    23   0.0000   1.1375   0.0000   0.2900   0.0148   0.1325   0.0150   0.4573   0.4573   0.0034   0.0000  -0.0467  -0.1610    0.352
    24   0.0000   1.1880   0.0000   0.2900   0.0145   0.1320   0.0155   0.4554   0.4554   0.0035   0.0000  -0.0467  -0.1605    0.353
    25   0.0000   1.2258   0.0000   0.2900   0.0074   0.1315   0.0159   0.4539   0.4539   0.0036   0.0000  -0.0466  -0.1600    0.353
    26   0.0000   1.2512   0.0000   0.2900   0.0074   0.1311   0.0163   0.4525   0.4525   0.0036   0.0000  -0.0466  -0.1596    0.353
    27   0.0000   1.2890   0.0000   0.2900   0.0145   0.1306   0.0169   0.4507   0.4507   0.0037   0.0000  -0.0465  -0.1591    0.353
    28   0.0000   1.3395   0.0000   0.2895   0.0148   0.1298   0.0173   0.4486   0.4486   0.0039   0.0000  -0.0465  -0.1586    0.354
    29   0.0005   1.3905   0.0000   0.2885   0.0147   0.1288   0.0181   0.4468   0.4467   0.0039   0.0000  -0.0463  -0.1579    0.354
    30   0.0010   1.4410   0.0000   0.2870   0.0144   0.1276   0.0186   0.4450   0.4450   0.0040   0.0000  -0.0462  -0.1574    0.354
    31   0.0015   1.4915   0.0000   0.2845   0.0145   0.1262   0.0186   0.4439   0.4439   0.0040   0.0000  -0.0462  -0.1571    0.354
    32   0.0020   1.5420   0.0000   0.2820   0.0141   0.1246   0.0191   0.4422   0.4422   0.0041   0.0000  -0.0462  -0.1566    0.354
    33   0.0025   1.5925   0.0000   0.2790   0.0142   0.1228   0.0193   0.4404   0.4404   0.0042   0.0000  -0.0462  -0.1562    0.355
    34   0.0035   1.6430   0.0000   0.2750   0.0137   0.1208   0.0194   0.4395   0.4395   0.0043   0.0000  -0.0461  -0.1559    0.355
    35   0.0045   1.6935   0.0000   0.2710   0.0138   0.1186   0.0199   0.4378   0.4378   0.0043   0.0000  -0.0460  -0.1554    0.355
    36   0.0060   1.7440   0.0000   0.2660   0.0133   0.1161   0.0203   0.4368   0.4367   0.0043   0.0000  -0.0459  -0.1549    0.355
    37   0.0075   1.7945   0.0000   0.2600   0.0133   0.1133   0.0200   0.4361   0.4360   0.0043   0.0000  -0.0458  -0.1547    0.355
    38   0.0090   1.8455   0.0000   0.2540   0.0130   0.1103   0.0205   0.4344   0.4344   0.0044   0.0000  -0.0458  -0.1542    0.355
    39   0.0110   1.8960   0.0000   0.2470   0.0124   0.1069   0.0207   0.4332   0.4332   0.0044   0.0000  -0.0455  -0.1536    0.355
    40   0.0130   1.9465   0.0000   0.2390   0.0122   0.1032   0.0207   0.4321   0.4321   0.0044   0.0000  -0.0454  -0.1533    0.355
    41   0.0150   1.9970   0.0000   0.2305   0.0115   0.0991   0.0208   0.4304   0.4304   0.0045   0.0000  -0.0453  -0.1527    0.355
    42   0.0175   2.0475   0.0000   0.2210   0.0113   0.0947   0.0212   0.4287   0.4286   0.0044   0.0000  -0.0451  -0.1519    0.355
    43   0.0200   2.0980   0.0000   0.2100   0.0105   0.0896   0.0206   0.4271   0.4270   0.0045   0.0000  -0.0449  -0.1514    0.355
    44   0.0230   2.1485   0.0000   0.1980   0.0101   0.0841   0.0210   0.4251   0.4249   0.0045   0.0000  -0.0447  -0.1504    0.355
    45   0.0265   2.1990   0.0000   0.1845   0.0092   0.0778   0.0209   0.4221   0.4220   0.0044   0.0000  -0.0440  -0.1492    0.354
    46   0.0300   2.2495   0.0000   0.1685   0.0086   0.0706   0.0201   0.4193   0.4193   0.0045   0.0000  -0.0438  -0.1481    0.354
    47   0.0345   2.3005   0.0000   0.1500   0.0077   0.0623   0.0196   0.4156   0.4156   0.0044   0.0000  -0.0431  -0.1462    0.354
    48   0.0405   2.3510   0.0000   0.1280   0.0064   0.0525   0.0190   0.4105   0.4103   0.0041   0.0000  -0.0417  -0.1429    0.352
    49   0.0480   2.4015   0.0000   0.0995   0.0051   0.0400   0.0163   0.4021   0.4021   0.0035   0.0000  -0.0388  -0.1376    0.347
