 ---------------------------------------------------------------
 Surface and Strip Forces by surface

  Sref =  1.2850       Cref = 0.25900       Bref =  4.9540    
  Xref =-0.65000E-01   Yref =  0.0000       Zref =  0.0000    

  Surface # 1     Wing                                    
     # Chordwise = 12   # Spanwise = 50     First strip =  1
     Surface area Ssurf =    0.641762     Ave. chord Cave =    0.259089

 Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         
     CLsurf  =   0.14794     Clsurf  =  -0.03283
     CYsurf  =   0.00015     Cmsurf  =  -0.12173
     CDsurf  =   0.00074     Cnsurf  =   0.00040
     CDisurf =   0.00074     CDvsurf =   0.00000

 Forces referred to Ssurf, Cave 
     CLsurf  =   0.29622     CDsurf  =   0.00148

 Strip Forces referred to Strip Area, Chord
    j     Xle      Yle      Zle      Chord    Area     c_cl     ai     cl_norm    cl       cd       cdv    cm_c/4     cm_LE   C.P.x/c
     1   0.0000   0.0255   0.0000   0.2900   0.0148   0.0892   0.0072   0.3077   0.3077   0.0011   0.0000  -0.0831  -0.1600    0.520
     2   0.0000   0.0760   0.0000   0.2900   0.0145   0.0892   0.0072   0.3077   0.3077   0.0011   0.0000  -0.0831  -0.1600    0.520
     3   0.0000   0.1265   0.0000   0.2900   0.0148   0.0892   0.0072   0.3077   0.3077   0.0011   0.0000  -0.0831  -0.1600    0.520
     4   0.0000   0.1770   0.0000   0.2900   0.0145   0.0892   0.0072   0.3076   0.3076   0.0011   0.0000  -0.0831  -0.1600    0.520
     5   0.0000   0.2275   0.0000   0.2900   0.0148   0.0892   0.0072   0.3075   0.3075   0.0011   0.0000  -0.0831  -0.1600    0.520
     6   0.0000   0.2780   0.0000   0.2900   0.0145   0.0891   0.0073   0.3073   0.3073   0.0011   0.0000  -0.0831  -0.1599    0.520
     7   0.0000   0.3285   0.0000   0.2900   0.0148   0.0891   0.0073   0.3072   0.3072   0.0011   0.0000  -0.0831  -0.1599    0.521
     8   0.0000   0.3790   0.0000   0.2900   0.0145   0.0890   0.0074   0.3070   0.3070   0.0011   0.0000  -0.0831  -0.1598    0.521
     9   0.0000   0.4295   0.0000   0.2900   0.0148   0.0890   0.0074   0.3068   0.3068   0.0011   0.0000  -0.0831  -0.1598    0.521
    10   0.0000   0.4805   0.0000   0.2900   0.0148   0.0889   0.0075   0.3065   0.3065   0.0012   0.0000  -0.0831  -0.1597    0.521
    11   0.0000   0.5310   0.0000   0.2900   0.0145   0.0888   0.0076   0.3063   0.3063   0.0012   0.0000  -0.0831  -0.1596    0.521
    12   0.0000   0.5815   0.0000   0.2900   0.0148   0.0887   0.0077   0.3059   0.3059   0.0012   0.0000  -0.0831  -0.1596    0.522
    13   0.0000   0.6320   0.0000   0.2900   0.0145   0.0886   0.0078   0.3056   0.3056   0.0012   0.0000  -0.0831  -0.1595    0.522
    14   0.0000   0.6825   0.0000   0.2900   0.0148   0.0885   0.0079   0.3052   0.3052   0.0012   0.0000  -0.0831  -0.1594    0.522
    15   0.0000   0.7330   0.0000   0.2900   0.0145   0.0884   0.0080   0.3048   0.3048   0.0012   0.0000  -0.0830  -0.1592    0.522
    16   0.0000   0.7835   0.0000   0.2900   0.0148   0.0882   0.0082   0.3043   0.3043   0.0013   0.0000  -0.0830  -0.1591    0.523
    17   0.0000   0.8340   0.0000   0.2900   0.0145   0.0881   0.0083   0.3038   0.3038   0.0013   0.0000  -0.0830  -0.1590    0.523
    18   0.0000   0.8845   0.0000   0.2900   0.0148   0.0879   0.0085   0.3032   0.3032   0.0013   0.0000  -0.0830  -0.1588    0.524
    19   0.0000   0.9355   0.0000   0.2900   0.0148   0.0877   0.0087   0.3025   0.3025   0.0013   0.0000  -0.0830  -0.1586    0.524
