 ---------------------------------------------------------------
 Surface and Strip Forces by surface

  Sref =  1.2850       Cref = 0.25900       Bref =  4.9540    
  Xref =-0.65000E-01   Yref =  0.0000       Zref =  0.0000    

  Surface # 1     Wing                                    
     # Chordwise = 12   # Spanwise = 50     First strip =  1
     Surface area Ssurf =    0.631949     Ave. chord Cave =    0.255127

 Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         
     CLsurf  =   0.04648     Clsurf  =  -0.01015
     CYsurf  =   0.00007     Cmsurf  =  -0.05694
     CDsurf  =   0.00008     Cnsurf  =   0.00031
     CDisurf =   0.00008     CDvsurf =   0.00000

 Forces referred to Ssurf, Cave 
     CLsurf  =   0.09451     CDsurf  =   0.00015

 Strip Forces referred to Strip Area, Chord
    j     Xle      Yle      Zle      Chord    Area     c_cl     ai     cl_norm    cl       cd       cdv    cm_c/4     cm_LE   C.P.x/c
     1   0.0000   0.0229   0.0000   0.2900   0.0133   0.0283   0.0023   0.0978   0.0978   0.0001   0.0000  -0.0628  -0.0872    0.892
     2   0.0000   0.0688   0.0000   0.2900   0.0133   0.0283   0.0023   0.0978   0.0978   0.0001   0.0000  -0.0628  -0.0872    0.892
     3   0.0000   0.1146   0.0000   0.2900   0.0133   0.0283   0.0023   0.0978   0.0978   0.0001   0.0000  -0.0628  -0.0872    0.892
     4   0.0000   0.1604   0.0000   0.2900   0.0133   0.0283   0.0023   0.0978   0.0978   0.0001   0.0000  -0.0628  -0.0872    0.892
     5   0.0000   0.2063   0.0000   0.2900   0.0133   0.0283   0.0023   0.0977   0.0977   0.0001   0.0000  -0.0628  -0.0872    0.892
     6   0.0000   0.2521   0.0000   0.2900   0.0133   0.0283   0.0023   0.0977   0.0977   0.0001   0.0000  -0.0628  -0.0872    0.893
     7   0.0000   0.3025   0.0000   0.2900   0.0160   0.0283   0.0023   0.0977   0.0977   0.0001   0.0000  -0.0628  -0.0872    0.893
     8   0.0000   0.3575   0.0000   0.2900   0.0159   0.0283   0.0023   0.0976   0.0976   0.0001   0.0000  -0.0628  -0.0872    0.893
     9   0.0000   0.4125   0.0000   0.2900   0.0159   0.0283   0.0024   0.0976   0.0976   0.0001   0.0000  -0.0628  -0.0872    0.894
    10   0.0000   0.4675   0.0000   0.2900   0.0160   0.0283   0.0024   0.0975   0.0975   0.0001   0.0000  -0.0628  -0.0871    0.894
