 ---------------------------------------------------------------
 Surface and Strip Forces by surface

  Sref =  1.2850       Cref = 0.25900       Bref =  4.9540    
  Xref =-0.65000E-01   Yref =  0.0000       Zref =  0.0000    

  Surface # 1     Wing                                    
     # Chordwise = 12   # Spanwise = 50     First strip =  1
     Surface area Ssurf =    0.641762     Ave. chord Cave =    0.259089

 Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         
     CLsurf  =   0.18943     Clsurf  =  -0.04203
     CYsurf  =   0.00010     Cmsurf  =  -0.14369
     CDsurf  =   0.00121     Cnsurf  =  -0.00005
     CDisurf =   0.00121     CDvsurf =   0.00000

 Forces referred to Ssurf, Cave 
     CLsurf  =   0.37929     CDsurf  =   0.00242

 Strip Forces referred to Strip Area, Chord
    j     Xle      Yle      Zle      Chord    Area     c_cl     ai     cl_norm    cl       cd       cdv    cm_c/4     cm_LE   C.P.x/c
     1   0.0000   0.0255   0.0000   0.2900   0.0148   0.1143   0.0092   0.3943   0.3943   0.0018   0.0000  -0.0831  -0.1816    0.461
     2   0.0000   0.0760   0.0000   0.2900   0.0145   0.1143   0.0092   0.3942   0.3942   0.0018   0.0000  -0.0831  -0.1816    0.461
     3   0.0000   0.1265   0.0000   0.2900   0.0148   0.1143   0.0092   0.3942   0.3942   0.0018   0.0000  -0.0831  -0.1816    0.461
     4   0.0000   0.1770   0.0000   0.2900   0.0145   0.1143   0.0093   0.3941   0.3941   0.0018   0.0000  -0.0831  -0.1816    0.461
     5   0.0000   0.2275   0.0000   0.2900   0.0148   0.1142   0.0093   0.3939   0.3939   0.0018   0.0000  -0.0831  -0.1815    0.461
     6   0.0000   0.2780   0.0000   0.2900   0.0145   0.1142   0.0093   0.3938   0.3938   0.0018   0.0000  -0.0831  -0.1815    0.461
     7   0.0000   0.3285   0.0000   0.2900   0.0148   0.1141   0.0094   0.3936   0.3936   0.0019   0.0000  -0.0831  -0.1814    0.461
     8   0.0000   0.3790   0.0000   0.2900   0.0145   0.1141   0.0095   0.3933   0.3933   0.0019   0.0000  -0.0830  -0.1814    0.461
     9   0.0000   0.4295   0.0000   0.2900   0.0148   0.1140   0.0096   0.3930   0.3930   0.0019   0.0000  -0.0830  -0.1813    0.461
    10   0.0000   0.4805   0.0000   0.2900   0.0148   0.1139   0.0097   0.3927   0.3927   0.0019   0.0000  -0.0830  -0.1812    0.461
    11   0.0000   0.5310   0.0000   0.2900   0.0145   0.1138   0.0098   0.3923   0.3923   0.0019   0.0000  -0.0830  -0.1811    0.462
    12   0.0000   0.5815   0.0000   0.2900   0.0148   0.1137   0.0099   0.3919   0.3919   0.0019   0.0000  -0.0830  -0.1810    0.462
    13   0.0000   0.6320   0.0000   0.2900   0.0145   0.1135   0.0100   0.3915   0.3915   0.0020   0.0000  -0.0830  -0.1809    0.462
    14   0.0000   0.6825   0.0000   0.2900   0.0148   0.1134   0.0102   0.3909   0.3909   0.0020   0.0000  -0.0830  -0.1807    0.462
    15   0.0000   0.7330   0.0000   0.2900   0.0145   0.1132   0.0103   0.3904   0.3904   0.0020   0.0000  -0.0830  -0.1806    0.463
    16   0.0000   0.7835   0.0000   0.2900   0.0148   0.1130   0.0105   0.3897   0.3897   0.0021   0.0000  -0.0830  -0.1804    0.463
    17   0.0000   0.8340   0.0000   0.2900   0.0145   0.1128   0.0107   0.3890   0.3890   0.0021   0.0000  -0.0830  -0.1802    0.463
    18   0.0000   0.8845   0.0000   0.2900   0.0148   0.1126   0.0109   0.3883   0.3883   0.0021   0.0000  -0.0829  -0.1800    0.464
    19   0.0000   0.9355   0.0000   0.2900   0.0148   0.1123   0.0112   0.3874   0.3874   0.0022   0.0000  -0.0829  -0.1798    0.464
    20   0.0000   0.9860   0.0000   0.2900   0.0145   0.1121   0.0115   0.3864   0.3864   0.0022   0.0000  -0.0829  -0.1795    0.464
    21   0.0000   1.0365   0.0000   0.2900   0.0148   0.1118   0.0118   0.3854   0.3854   0.0023   0.0000  -0.0829  -0.1792    0.465
    22   0.0000   1.0870   0.0000   0.2900   0.0145   0.1114   0.0121   0.3842   0.3842   0.0023   0.0000  -0.0828  -0.1789    0.466
    23   0.0000   1.1375   0.0000   0.2900   0.0148   0.1111   0.0125   0.3830   0.3830   0.0024   0.0000  -0.0828  -0.1785    0.466
    24   0.0000   1.1880   0.0000   0.2900   0.0145   0.1107   0.0130   0.3816   0.3816   0.0024   0.0000  -0.0827  -0.1781    0.467
    25   0.0000   1.2258   0.0000   0.2900   0.0074   0.1103   0.0134   0.3803   0.3803   0.0025   0.0000  -0.0827  -0.1777    0.467
    26   0.0000   1.2512   0.0000   0.2900   0.0074   0.1100   0.0137   0.3793   0.3793   0.0025   0.0000  -0.0826  -0.1774    0.468
    27   0.0000   1.2890   0.0000   0.2900   0.0145   0.1096   0.0142   0.3779   0.3779   0.0026   0.0000  -0.0825  -0.1770    0.468
    28   0.0000   1.3395   0.0000   0.2895   0.0148   0.1089   0.0146   0.3762   0.3762   0.0027   0.0000  -0.0825  -0.1765    0.469
    29   0.0005   1.3905   0.0000   0.2885   0.0147   0.1081   0.0153   0.3749   0.3748   0.0027   0.0000  -0.0823  -0.1760    0.470
    30   0.0010   1.4410   0.0000   0.2870   0.0144   0.1072   0.0158   0.3735   0.3734   0.0027   0.0000  -0.0822  -0.1755    0.470
    31   0.0015   1.4915   0.0000   0.2845   0.0145   0.1060   0.0158   0.3725   0.3725   0.0028   0.0000  -0.0822  -0.1753    0.471
    32   0.0020   1.5420   0.0000   0.2820   0.0141   0.1047   0.0161   0.3712   0.3711   0.0028   0.0000  -0.0822  -0.1749    0.471
    33   0.0025   1.5925   0.0000   0.2790   0.0142   0.1032   0.0164   0.3697   0.3697   0.0029   0.0000  -0.0821  -0.1745    0.472
    34   0.0035   1.6430   0.0000   0.2750   0.0137   0.1015   0.0164   0.3689   0.3689   0.0030   0.0000  -0.0821  -0.1743    0.473
    35   0.0045   1.6935   0.0000   0.2710   0.0138   0.0996   0.0168   0.3675   0.3675   0.0030   0.0000  -0.0820  -0.1739    0.473
    36   0.0060   1.7440   0.0000   0.2660   0.0133   0.0975   0.0172   0.3667   0.3666   0.0030   0.0000  -0.0818  -0.1734    0.473
    37   0.0075   1.7945   0.0000   0.2600   0.0133   0.0952   0.0169   0.3660   0.3660   0.0030   0.0000  -0.0819  -0.1734    0.474
    38   0.0090   1.8455   0.0000   0.2540   0.0130   0.0926   0.0173   0.3646   0.3646   0.0031   0.0000  -0.0818  -0.1728    0.474
    39   0.0110   1.8960   0.0000   0.2470   0.0124   0.0898   0.0175   0.3635   0.3635   0.0031   0.0000  -0.0816  -0.1723    0.474
