 ---------------------------------------------------------------
 Surface and Strip Forces by surface

  Sref =  1.2850       Cref = 0.25900       Bref =  4.9540    
  Xref =-0.65000E-01   Yref =  0.0000       Zref =  0.0000    

  Surface # 1     Wing                                    
     # Chordwise = 12   # Spanwise = 50     First strip =  1
     Surface area Ssurf =    0.631949     Ave. chord Cave =    0.255127

 Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         
     CLsurf  =   0.05391     Clsurf  =  -0.01177
     CYsurf  =   0.00008     Cmsurf  =  -0.06088
     CDsurf  =   0.00010     Cnsurf  =   0.00033
     CDisurf =   0.00010     CDvsurf =   0.00000

 Forces referred to Ssurf, Cave 
     CLsurf  =   0.10963     CDsurf  =   0.00021

 Strip Forces referred to Strip Area, Chord
    j     Xle      Yle      Zle      Chord    Area     c_cl     ai     cl_norm    cl       cd       cdv    cm_c/4     cm_LE   C.P.x/c
     1   0.0000   0.0229   0.0000   0.2900   0.0133   0.0329   0.0027   0.1135   0.1135   0.0002   0.0000  -0.0628  -0.0912    0.803
     2   0.0000   0.0688   0.0000   0.2900   0.0133   0.0329   0.0027   0.1135   0.1135   0.0002   0.0000  -0.0628  -0.0912    0.803
     3   0.0000   0.1146   0.0000   0.2900   0.0133   0.0329   0.0027   0.1135   0.1135   0.0002   0.0000  -0.0628  -0.0912    0.803
     4   0.0000   0.1604   0.0000   0.2900   0.0133   0.0329   0.0027   0.1135   0.1135   0.0002   0.0000  -0.0628  -0.0912    0.803
     5   0.0000   0.2063   0.0000   0.2900   0.0133   0.0329   0.0027   0.1135   0.1135   0.0002   0.0000  -0.0628  -0.0911    0.803
     6   0.0000   0.2521   0.0000   0.2900   0.0133   0.0329   0.0027   0.1134   0.1134   0.0002   0.0000  -0.0628  -0.0911    0.804
     7   0.0000   0.3025   0.0000   0.2900   0.0160   0.0329   0.0027   0.1134   0.1134   0.0002   0.0000  -0.0628  -0.0911    0.804
     8   0.0000   0.3575   0.0000   0.2900   0.0159   0.0328   0.0027   0.1133   0.1133   0.0002   0.0000  -0.0628  -0.0911    0.804
     9   0.0000   0.4125   0.0000   0.2900   0.0159   0.0328   0.0028   0.1132   0.1132   0.0002   0.0000  -0.0628  -0.0911    0.804
    10   0.0000   0.4675   0.0000   0.2900   0.0160   0.0328   0.0028   0.1132   0.1132   0.0002   0.0000  -0.0628  -0.0911    0.805
    11   0.0000   0.5225   0.0000   0.2900   0.0159   0.0328   0.0028   0.1131   0.1131   0.0002   0.0000  -0.0628  -0.0910    0.805
    12   0.0000   0.5730   0.0000   0.2900   0.0133   0.0327   0.0028   0.1130   0.1130   0.0002   0.0000  -0.0628  -0.0910    0.806
    13   0.0000   0.6190   0.0000   0.2900   0.0133   0.0327   0.0029   0.1128   0.1128   0.0002   0.0000  -0.0628  -0.0910    0.806
    14   0.0000   0.6650   0.0000   0.2900   0.0133   0.0327   0.0029   0.1127   0.1127   0.0002   0.0000  -0.0628  -0.0909    0.807
    15   0.0000   0.7110   0.0000   0.2900   0.0133   0.0326   0.0030   0.1126   0.1126   0.0002   0.0000  -0.0628  -0.0909    0.807
    16   0.0000   0.7570   0.0000   0.2900   0.0133   0.0326   0.0030   0.1125   0.1125   0.0002   0.0000  -0.0628  -0.0909    0.808
    17   0.0000   0.8030   0.0000   0.2900   0.0133   0.0326   0.0031   0.1123   0.1123   0.0002   0.0000  -0.0628  -0.0908    0.809
    18   0.0000   0.8535   0.0000   0.2900   0.0159   0.0325   0.0031   0.1121   0.1121   0.0002   0.0000  -0.0628  -0.0908    0.810
    19   0.0000   0.9085   0.0000   0.2900   0.0160   0.0324   0.0032   0.1119   0.1119   0.0002   0.0000  -0.0628  -0.0907    0.811
    20   0.0000   0.9635   0.0000   0.2900   0.0160   0.0324   0.0033   0.1117   0.1117   0.0002   0.0000  -0.0627  -0.0907    0.812
    21   0.0000   1.0185   0.0000   0.2900   0.0159   0.0323   0.0034   0.1114   0.1114   0.0002   0.0000  -0.0627  -0.0906    0.813
    22   0.0000   1.0735   0.0000   0.2900   0.0160   0.0322   0.0036   0.1112   0.1112   0.0002   0.0000  -0.0627  -0.0905    0.814
    23   0.0000   1.1239   0.0000   0.2899   0.0133   0.0321   0.0037   0.1109   0.1109   0.0002   0.0000  -0.0627  -0.0904    0.815
    24   0.0000   1.1697   0.0000   0.2897   0.0133   0.0320   0.0038   0.1106   0.1106   0.0002   0.0000  -0.0627  -0.0903    0.817
    25   0.0000   1.2156   0.0000   0.2896   0.0133   0.0319   0.0039   0.1103   0.1103   0.0002   0.0000  -0.0627  -0.0902    0.818
    26   0.0000   1.2614   0.0000   0.2894   0.0133   0.0318   0.0041   0.1100   0.1100   0.0002   0.0000  -0.0626  -0.0901    0.820
    27   0.0000   1.3072   0.0000   0.2893   0.0133   0.0317   0.0043   0.1096   0.1096   0.0002   0.0000  -0.0626  -0.0900    0.821
    28   0.0000   1.3531   0.0000   0.2891   0.0132   0.0316   0.0047   0.1092   0.1092   0.0002   0.0000  -0.0625  -0.0898    0.822
    29   0.0004   1.4035   0.0000   0.2876   0.0158   0.0313   0.0048   0.1089   0.1089   0.0002   0.0000  -0.0625  -0.0897    0.824
    30   0.0012   1.4585   0.0000   0.2848   0.0157   0.0309   0.0046   0.1087   0.1087   0.0002   0.0000  -0.0625  -0.0897    0.825
    31   0.0020   1.5135   0.0000   0.2820   0.0155   0.0305   0.0047   0.1084   0.1084   0.0002   0.0000  -0.0625  -0.0896    0.827
    32   0.0028   1.5685   0.0000   0.2792   0.0154   0.0301   0.0049   0.1080   0.1080   0.0002   0.0000  -0.0625  -0.0895    0.829
    33   0.0036   1.6235   0.0000   0.2764   0.0152   0.0297   0.0054   0.1075   0.1075   0.0002   0.0000  -0.0623  -0.0892    0.830
    34   0.0047   1.6740   0.0000   0.2723   0.0125   0.0292   0.0055   0.1071   0.1071   0.0002   0.0000  -0.0623  -0.0890    0.831
    35   0.0060   1.7200   0.0000   0.2670   0.0123   0.0285   0.0051   0.1069   0.1069   0.0003   0.0000  -0.0624  -0.0890    0.833
    36   0.0073   1.7660   0.0000   0.2617   0.0120   0.0279   0.0050   0.1065   0.1065   0.0003   0.0000  -0.0624  -0.0889    0.835
    37   0.0087   1.8120   0.0000   0.2563   0.0118   0.0272   0.0051   0.1061   0.1061   0.0003   0.0000  -0.0623  -0.0888    0.837
    38   0.0100   1.8580   0.0000   0.2510   0.0115   0.0265   0.0054   0.1056   0.1056   0.0003   0.0000  -0.0622  -0.0885    0.839
    39   0.0113   1.9040   0.0000   0.2457   0.0113   0.0257   0.0061   0.1048   0.1048   0.0003   0.0000  -0.0619  -0.0881    0.841
    40   0.0135   1.9545   0.0000   0.2371   0.0130   0.0247   0.0059   0.1042   0.1042   0.0003   0.0000  -0.0618  -0.0877    0.844
    41   0.0165   2.0095   0.0000   0.2253   0.0124   0.0234   0.0053   0.1037   0.1037   0.0003   0.0000  -0.0619  -0.0877    0.847
    42   0.0195   2.0645   0.0000   0.2135   0.0117   0.0220   0.0053   0.1030   0.1030   0.0003   0.0000  -0.0619  -0.0875    0.851
    43   0.0225   2.1195   0.0000   0.2017   0.0111   0.0205   0.0059   0.1017   0.1017   0.0003   0.0000  -0.0615  -0.0868    0.855
    44   0.0255   2.1745   0.0000   0.1899   0.0104   0.0189   0.0081   0.0994   0.0994   0.0003   0.0000  -0.0605  -0.0852    0.859
    45   0.0308   2.2249   0.0000   0.1687   0.0077   0.0163   0.0052   0.0964   0.0964   0.0003   0.0000  -0.0589  -0.0819    0.861
    46   0.0383   2.2708   0.0000   0.1380   0.0063   0.0133   0.0010   0.0966   0.0966   0.0003   0.0000  -0.0594  -0.0824    0.865
    47   0.0458   2.3166   0.0000   0.1073   0.0049   0.0105  -0.0016   0.0977   0.0977   0.0003   0.0000  -0.0596  -0.0829    0.860
    48   0.0532   2.3624   0.0000   0.0767   0.0035   0.0077  -0.0039   0.1002   0.1002   0.0002   0.0000  -0.0597  -0.0837    0.846
    49   0.0607   2.4082   0.0000   0.0460   0.0021   0.0049  -0.0068   0.1061   0.1061   0.0001   0.0000  -0.0598  -0.0852    0.814
    50   0.0682   2.4541   0.0000   0.0153   0.0007   0.0020  -0.0133   0.1289   0.1289  -0.0004   0.0000  -0.0600  -0.0910    0.715
 ---------------------------------------------------------------
