 ---------------------------------------------------------------
 Surface and Strip Forces by surface

  Sref =  1.2850       Cref = 0.25900       Bref =  4.9540    
  Xref =-0.65000E-01   Yref =  0.0000       Zref =  0.0000    

  Surface # 1     Wing                                    
     # Chordwise = 12   # Spanwise = 50     First strip =  1
     Surface area Ssurf =    0.631949     Ave. chord Cave =    0.255127

 Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         
     CLsurf  =   0.04999     Clsurf  =  -0.01092
     CYsurf  =   0.00007     Cmsurf  =  -0.05880
     CDsurf  =   0.00009     Cnsurf  =   0.00032
     CDisurf =   0.00009     CDvsurf =   0.00000

 Forces referred to Ssurf, Cave 
     CLsurf  =   0.10165     CDsurf  =   0.00018

 Strip Forces referred to Strip Area, Chord
    j     Xle      Yle      Zle      Chord    Area     c_cl     ai     cl_norm    cl       cd       cdv    cm_c/4     cm_LE   C.P.x/c
     1   0.0000   0.0229   0.0000   0.2900   0.0133   0.0305   0.0025   0.1052   0.1052   0.0001   0.0000  -0.0628  -0.0891    0.847
     2   0.0000   0.0688   0.0000   0.2900   0.0133   0.0305   0.0025   0.1052   0.1052   0.0001   0.0000  -0.0628  -0.0891    0.847
     3   0.0000   0.1146   0.0000   0.2900   0.0133   0.0305   0.0025   0.1052   0.1052   0.0001   0.0000  -0.0628  -0.0891    0.847
     4   0.0000   0.1604   0.0000   0.2900   0.0133   0.0305   0.0025   0.1052   0.1052   0.0001   0.0000  -0.0628  -0.0891    0.847
     5   0.0000   0.2063   0.0000   0.2900   0.0133   0.0305   0.0025   0.1052   0.1052   0.0001   0.0000  -0.0628  -0.0891    0.847
     6   0.0000   0.2521   0.0000   0.2900   0.0133   0.0305   0.0025   0.1051   0.1051   0.0001   0.0000  -0.0628  -0.0891    0.847
     7   0.0000   0.3025   0.0000   0.2900   0.0160   0.0305   0.0025   0.1051   0.1051   0.0001   0.0000  -0.0628  -0.0891    0.848
     8   0.0000   0.3575   0.0000   0.2900   0.0159   0.0304   0.0025   0.1050   0.1050   0.0001   0.0000  -0.0628  -0.0890    0.848
     9   0.0000   0.4125   0.0000   0.2900   0.0159   0.0304   0.0025   0.1050   0.1050   0.0001   0.0000  -0.0628  -0.0890    0.848
    10   0.0000   0.4675   0.0000   0.2900   0.0160   0.0304   0.0026   0.1049   0.1049   0.0001   0.0000  -0.0628  -0.0890    0.849
    11   0.0000   0.5225   0.0000   0.2900   0.0159   0.0304   0.0026   0.1048   0.1048   0.0001   0.0000  -0.0628  -0.0890    0.849
    12   0.0000   0.5730   0.0000   0.2900   0.0133   0.0304   0.0026   0.1047   0.1047   0.0001   0.0000  -0.0628  -0.0889    0.850
    13   0.0000   0.6190   0.0000   0.2900   0.0133   0.0303   0.0027   0.1046   0.1046   0.0001   0.0000  -0.0628  -0.0889    0.850
    14   0.0000   0.6650   0.0000   0.2900   0.0133   0.0303   0.0027   0.1045   0.1045   0.0001   0.0000  -0.0628  -0.0889    0.851
    15   0.0000   0.7110   0.0000   0.2900   0.0133   0.0303   0.0027   0.1044   0.1044   0.0001   0.0000  -0.0628  -0.0889    0.851
    16   0.0000   0.7570   0.0000   0.2900   0.0133   0.0302   0.0028   0.1043   0.1043   0.0001   0.0000  -0.0628  -0.0888    0.852
    17   0.0000   0.8030   0.0000   0.2900   0.0133   0.0302   0.0028   0.1041   0.1041   0.0001   0.0000  -0.0628  -0.0888    0.853
    18   0.0000   0.8535   0.0000   0.2900   0.0159   0.0301   0.0029   0.1040   0.1040   0.0002   0.0000  -0.0628  -0.0887    0.854
    19   0.0000   0.9085   0.0000   0.2900   0.0160   0.0301   0.0030   0.1038   0.1038   0.0002   0.0000  -0.0628  -0.0887    0.855
    20   0.0000   0.9635   0.0000   0.2900   0.0160   0.0300   0.0031   0.1036   0.1036   0.0002   0.0000  -0.0627  -0.0886    0.856
    21   0.0000   1.0185   0.0000   0.2900   0.0159   0.0300   0.0032   0.1033   0.1033   0.0002   0.0000  -0.0627  -0.0886    0.857
    22   0.0000   1.0735   0.0000   0.2900   0.0160   0.0299   0.0033   0.1031   0.1031   0.0002   0.0000  -0.0627  -0.0885    0.858
    23   0.0000   1.1239   0.0000   0.2899   0.0133   0.0298   0.0034   0.1029   0.1029   0.0002   0.0000  -0.0627  -0.0884    0.860
    24   0.0000   1.1697   0.0000   0.2897   0.0133   0.0297   0.0035   0.1026   0.1026   0.0002   0.0000  -0.0627  -0.0883    0.861
    25   0.0000   1.2156   0.0000   0.2896   0.0133   0.0296   0.0036   0.1023   0.1023   0.0002   0.0000  -0.0627  -0.0883    0.862
    26   0.0000   1.2614   0.0000   0.2894   0.0133   0.0295   0.0038   0.1021   0.1021   0.0002   0.0000  -0.0626  -0.0881    0.864
    27   0.0000   1.3072   0.0000   0.2893   0.0133   0.0294   0.0040   0.1017   0.1017   0.0002   0.0000  -0.0626  -0.0880    0.865
    28   0.0000   1.3531   0.0000   0.2891   0.0132   0.0293   0.0044   0.1014   0.1014   0.0002   0.0000  -0.0625  -0.0878    0.866
    29   0.0004   1.4035   0.0000   0.2876   0.0158   0.0291   0.0045   0.1011   0.1011   0.0002   0.0000  -0.0625  -0.0877    0.868
    30   0.0012   1.4585   0.0000   0.2848   0.0157   0.0287   0.0043   0.1009   0.1009   0.0002   0.0000  -0.0625  -0.0877    0.870
    31   0.0020   1.5135   0.0000   0.2820   0.0155   0.0284   0.0044   0.1006   0.1006   0.0002   0.0000  -0.0625  -0.0877    0.872
    32   0.0028   1.5685   0.0000   0.2792   0.0154   0.0280   0.0046   0.1003   0.1003   0.0002   0.0000  -0.0625  -0.0875    0.873
    33   0.0036   1.6235   0.0000   0.2764   0.0152   0.0276   0.0051   0.0998   0.0998   0.0002   0.0000  -0.0624  -0.0873    0.875
