 ---------------------------------------------------------------
 Surface and Strip Forces by surface

  Sref =  1.2850       Cref = 0.25900       Bref =  4.9540    
  Xref =-0.65000E-01   Yref =  0.0000       Zref =  0.0000    

  Surface # 1     Wing                                    
     # Chordwise = 12   # Spanwise = 50     First strip =  1
     Surface area Ssurf =    0.641762     Ave. chord Cave =    0.259089

 Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         
     CLsurf  =   0.15686     Clsurf  =  -0.03481
     CYsurf  =   0.00014     Cmsurf  =  -0.12645
     CDsurf  =   0.00083     Cnsurf  =   0.00032
     CDisurf =   0.00083     CDvsurf =   0.00000

 Forces referred to Ssurf, Cave 
     CLsurf  =   0.31409     CDsurf  =   0.00166

 Strip Forces referred to Strip Area, Chord
    j     Xle      Yle      Zle      Chord    Area     c_cl     ai     cl_norm    cl       cd       cdv    cm_c/4     cm_LE   C.P.x/c
     1   0.0000   0.0255   0.0000   0.2900   0.0148   0.0946   0.0076   0.3263   0.3263   0.0012   0.0000  -0.0831  -0.1647    0.505
     2   0.0000   0.0760   0.0000   0.2900   0.0145   0.0946   0.0076   0.3263   0.3263   0.0012   0.0000  -0.0831  -0.1647    0.505
     3   0.0000   0.1265   0.0000   0.2900   0.0148   0.0946   0.0076   0.3263   0.3263   0.0013   0.0000  -0.0831  -0.1647    0.505
     4   0.0000   0.1770   0.0000   0.2900   0.0145   0.0946   0.0077   0.3262   0.3262   0.0013   0.0000  -0.0831  -0.1646    0.505
     5   0.0000   0.2275   0.0000   0.2900   0.0148   0.0946   0.0077   0.3261   0.3261   0.0013   0.0000  -0.0831  -0.1646    0.505
     6   0.0000   0.2780   0.0000   0.2900   0.0145   0.0945   0.0077   0.3259   0.3259   0.0013   0.0000  -0.0831  -0.1646    0.505
     7   0.0000   0.3285   0.0000   0.2900   0.0148   0.0945   0.0078   0.3258   0.3258   0.0013   0.0000  -0.0831  -0.1645    0.505
     8   0.0000   0.3790   0.0000   0.2900   0.0145   0.0944   0.0078   0.3256   0.3256   0.0013   0.0000  -0.0831  -0.1645    0.505
     9   0.0000   0.4295   0.0000   0.2900   0.0148   0.0943   0.0079   0.3253   0.3253   0.0013   0.0000  -0.0831  -0.1644    0.505
    10   0.0000   0.4805   0.0000   0.2900   0.0148   0.0943   0.0080   0.3251   0.3251   0.0013   0.0000  -0.0831  -0.1643    0.506
