 ---------------------------------------------------------------
 Surface and Strip Forces by surface

  Sref =  1.2850       Cref = 0.25900       Bref =  4.9540    
  Xref =-0.65000E-01   Yref =  0.0000       Zref =  0.0000    

  Surface # 1     Wing                                    
     # Chordwise = 12   # Spanwise = 50     First strip =  1
     Surface area Ssurf =    0.641762     Ave. chord Cave =    0.259089

 Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         
     CLsurf  =   0.22229     Clsurf  =  -0.04932
     CYsurf  =   0.00003     Cmsurf  =  -0.16106
     CDsurf  =   0.00166     Cnsurf  =  -0.00057
     CDisurf =   0.00166     CDvsurf =   0.00000

 Forces referred to Ssurf, Cave 
     CLsurf  =   0.44509     CDsurf  =   0.00333

 Strip Forces referred to Strip Area, Chord
    j     Xle      Yle      Zle      Chord    Area     c_cl     ai     cl_norm    cl       cd       cdv    cm_c/4     cm_LE   C.P.x/c
     1   0.0000   0.0255   0.0000   0.2900   0.0148   0.1342   0.0108   0.4628   0.4628   0.0025   0.0000  -0.0830  -0.1987    0.429
     2   0.0000   0.0760   0.0000   0.2900   0.0145   0.1342   0.0108   0.4628   0.4628   0.0025   0.0000  -0.0830  -0.1987    0.429
     3   0.0000   0.1265   0.0000   0.2900   0.0148   0.1342   0.0109   0.4627   0.4627   0.0025   0.0000  -0.0830  -0.1987    0.429
     4   0.0000   0.1770   0.0000   0.2900   0.0145   0.1341   0.0109   0.4626   0.4626   0.0025   0.0000  -0.0830  -0.1986    0.429
     5   0.0000   0.2275   0.0000   0.2900   0.0148   0.1341   0.0109   0.4624   0.4624   0.0025   0.0000  -0.0830  -0.1986    0.429
     6   0.0000   0.2780   0.0000   0.2900   0.0145   0.1340   0.0110   0.4622   0.4622   0.0025   0.0000  -0.0830  -0.1985    0.430
     7   0.0000   0.3285   0.0000   0.2900   0.0148   0.1340   0.0111   0.4620   0.4620   0.0026   0.0000  -0.0830  -0.1985    0.430
     8   0.0000   0.3790   0.0000   0.2900   0.0145   0.1339   0.0111   0.4617   0.4617   0.0026   0.0000  -0.0830  -0.1984    0.430
     9   0.0000   0.4295   0.0000   0.2900   0.0148   0.1338   0.0112   0.4614   0.4614   0.0026   0.0000  -0.0830  -0.1983    0.430
    10   0.0000   0.4805   0.0000   0.2900   0.0148   0.1337   0.0113   0.4610   0.4610   0.0026   0.0000  -0.0830  -0.1982    0.430
    11   0.0000   0.5310   0.0000   0.2900   0.0145   0.1335   0.0115   0.4605   0.4605   0.0027   0.0000  -0.0830  -0.1981    0.430
    12   0.0000   0.5815   0.0000   0.2900   0.0148   0.1334   0.0116   0.4600   0.4600   0.0027   0.0000  -0.0830  -0.1980    0.430
    13   0.0000   0.6320   0.0000   0.2900   0.0145   0.1332   0.0118   0.4595   0.4595   0.0027   0.0000  -0.0829  -0.1978    0.431
    14   0.0000   0.6825   0.0000   0.2900   0.0148   0.1331   0.0119   0.4589   0.4589   0.0028   0.0000  -0.0829  -0.1976    0.431
    15   0.0000   0.7330   0.0000   0.2900   0.0145   0.1329   0.0121   0.4582   0.4582   0.0028   0.0000  -0.0829  -0.1975    0.431
    16   0.0000   0.7835   0.0000   0.2900   0.0148   0.1326   0.0124   0.4574   0.4574   0.0028   0.0000  -0.0829  -0.1972    0.431
    17   0.0000   0.8340   0.0000   0.2900   0.0145   0.1324   0.0126   0.4566   0.4566   0.0029   0.0000  -0.0829  -0.1970    0.432
    18   0.0000   0.8845   0.0000   0.2900   0.0148   0.1321   0.0129   0.4557   0.4557   0.0029   0.0000  -0.0829  -0.1968    0.432
    19   0.0000   0.9355   0.0000   0.2900   0.0148   0.1318   0.0132   0.4546   0.4546   0.0030   0.0000  -0.0828  -0.1965    0.432
    20   0.0000   0.9860   0.0000   0.2900   0.0145   0.1315   0.0135   0.4535   0.4535   0.0031   0.0000  -0.0828  -0.1962    0.433
    21   0.0000   1.0365   0.0000   0.2900   0.0148   0.1311   0.0138   0.4522   0.4522   0.0031   0.0000  -0.0828  -0.1958    0.433
    22   0.0000   1.0870   0.0000   0.2900   0.0145   0.1307   0.0142   0.4509   0.4509   0.0032   0.0000  -0.0827  -0.1954    0.433
    23   0.0000   1.1375   0.0000   0.2900   0.0148   0.1303   0.0147   0.4493   0.4493   0.0033   0.0000  -0.0827  -0.1950    0.434
    24   0.0000   1.1880   0.0000   0.2900   0.0145   0.1298   0.0152   0.4476   0.4476   0.0034   0.0000  -0.0826  -0.1945    0.435
    25   0.0000   1.2258   0.0000   0.2900   0.0074   0.1294   0.0157   0.4462   0.4462   0.0034   0.0000  -0.0825  -0.1941    0.435
    26   0.0000   1.2512   0.0000   0.2900   0.0074   0.1290   0.0160   0.4449   0.4449   0.0035   0.0000  -0.0825  -0.1937    0.435
    27   0.0000   1.2890   0.0000   0.2900   0.0145   0.1285   0.0167   0.4432   0.4432   0.0036   0.0000  -0.0824  -0.1931    0.436
    28   0.0000   1.3395   0.0000   0.2895   0.0148   0.1277   0.0171   0.4412   0.4412   0.0037   0.0000  -0.0823  -0.1926    0.437
    29   0.0005   1.3905   0.0000   0.2885   0.0147   0.1268   0.0179   0.4396   0.4395   0.0037   0.0000  -0.0821  -0.1920    0.437
    30   0.0010   1.4410   0.0000   0.2870   0.0144   0.1257   0.0185   0.4379   0.4379   0.0038   0.0000  -0.0820  -0.1915    0.437
    31   0.0015   1.4915   0.0000   0.2845   0.0145   0.1243   0.0185   0.4368   0.4368   0.0039   0.0000  -0.0821  -0.1912    0.438
    32   0.0020   1.5420   0.0000   0.2820   0.0141   0.1227   0.0189   0.4352   0.4352   0.0039   0.0000  -0.0820  -0.1908    0.438
    33   0.0025   1.5925   0.0000   0.2790   0.0142   0.1209   0.0191   0.4335   0.4335   0.0040   0.0000  -0.0820  -0.1903    0.439
    34   0.0035   1.6430   0.0000   0.2750   0.0137   0.1189   0.0192   0.4325   0.4325   0.0041   0.0000  -0.0820  -0.1900    0.439
    35   0.0045   1.6935   0.0000   0.2710   0.0138   0.1168   0.0197   0.4309   0.4309   0.0041   0.0000  -0.0818  -0.1895    0.440
    36   0.0060   1.7440   0.0000   0.2660   0.0133   0.1143   0.0201   0.4299   0.4299   0.0041   0.0000  -0.0816  -0.1890    0.440
    37   0.0075   1.7945   0.0000   0.2600   0.0133   0.1116   0.0198   0.4292   0.4291   0.0042   0.0000  -0.0817  -0.1889    0.440
    38   0.0090   1.8455   0.0000   0.2540   0.0130   0.1086   0.0203   0.4275   0.4275   0.0042   0.0000  -0.0815  -0.1883    0.441
    39   0.0110   1.8960   0.0000   0.2470   0.0124   0.1053   0.0205   0.4263   0.4263   0.0042   0.0000  -0.0813  -0.1877    0.441
    40   0.0130   1.9465   0.0000   0.2390   0.0122   0.1016   0.0205   0.4252   0.4252   0.0043   0.0000  -0.0812  -0.1874    0.441
    41   0.0150   1.9970   0.0000   0.2305   0.0115   0.0976   0.0205   0.4234   0.4233   0.0043   0.0000  -0.0811  -0.1868    0.442
    42   0.0175   2.0475   0.0000   0.2210   0.0113   0.0932   0.0209   0.4216   0.4215   0.0043   0.0000  -0.0808  -0.1858    0.442
    43   0.0200   2.0980   0.0000   0.2100   0.0105   0.0881   0.0203   0.4199   0.4197   0.0044   0.0000  -0.0806  -0.1854    0.442
    44   0.0230   2.1485   0.0000   0.1980   0.0101   0.0827   0.0207   0.4177   0.4175   0.0044   0.0000  -0.0804  -0.1842    0.443
    45   0.0265   2.1990   0.0000   0.1845   0.0092   0.0765   0.0207   0.4145   0.4144   0.0044   0.0000  -0.0797  -0.1829    0.442
    46   0.0300   2.2495   0.0000   0.1685   0.0086   0.0693   0.0198   0.4113   0.4113   0.0045   0.0000  -0.0794  -0.1817    0.443
    47   0.0345   2.3005   0.0000   0.1500   0.0077   0.0610   0.0191   0.4069   0.4069   0.0045   0.0000  -0.0787  -0.1795    0.443
    48   0.0405   2.3510   0.0000   0.1280   0.0064   0.0513   0.0186   0.4010   0.4009   0.0043   0.0000  -0.0771  -0.1756    0.442
    49   0.0480   2.4015   0.0000   0.0995   0.0051   0.0389   0.0158   0.3906   0.3906   0.0038   0.0000  -0.0737  -0.1693    0.439
    50   0.0620   2.4520   0.0000   0.0415   0.0021   0.0194  -0.0320   0.4686   0.4685  -0.0037   0.0000  -0.0653  -0.1694    0.389
 ---------------------------------------------------------------
