 ---------------------------------------------------------------
 Surface and Strip Forces by surface

  Sref =  1.2850       Cref = 0.25900       Bref =  4.9540    
  Xref =-0.65000E-01   Yref =  0.0000       Zref =  0.0000    

  Surface # 1     Wing                                    
     # Chordwise = 12   # Spanwise = 50     First strip =  1
     Surface area Ssurf =    0.641762     Ave. chord Cave =    0.259089

 Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         
     CLsurf  =   0.20915     Clsurf  =  -0.04641
     CYsurf  =   0.00006     Cmsurf  =  -0.15412
     CDsurf  =   0.00147     Cnsurf  =  -0.00034
     CDisurf =   0.00147     CDvsurf =   0.00000

 Forces referred to Ssurf, Cave 
     CLsurf  =   0.41878     CDsurf  =   0.00295

 Strip Forces referred to Strip Area, Chord
    j     Xle      Yle      Zle      Chord    Area     c_cl     ai     cl_norm    cl       cd       cdv    cm_c/4     cm_LE   C.P.x/c
     1   0.0000   0.0255   0.0000   0.2900   0.0148   0.1263   0.0102   0.4354   0.4354   0.0022   0.0000  -0.0830  -0.1919    0.441
     2   0.0000   0.0760   0.0000   0.2900   0.0145   0.1263   0.0102   0.4354   0.4354   0.0022   0.0000  -0.0830  -0.1919    0.441
     3   0.0000   0.1265   0.0000   0.2900   0.0148   0.1262   0.0102   0.4353   0.4353   0.0022   0.0000  -0.0830  -0.1919    0.441
     4   0.0000   0.1770   0.0000   0.2900   0.0145   0.1262   0.0102   0.4352   0.4352   0.0022   0.0000  -0.0830  -0.1918    0.441
     5   0.0000   0.2275   0.0000   0.2900   0.0148   0.1262   0.0103   0.4351   0.4351   0.0022   0.0000  -0.0830  -0.1918    0.441
     6   0.0000   0.2780   0.0000   0.2900   0.0145   0.1261   0.0103   0.4349   0.4349   0.0023   0.0000  -0.0830  -0.1917    0.441
     7   0.0000   0.3285   0.0000   0.2900   0.0148   0.1260   0.0104   0.4346   0.4346   0.0023   0.0000  -0.0830  -0.1917    0.441
     8   0.0000   0.3790   0.0000   0.2900   0.0145   0.1260   0.0105   0.4344   0.4344   0.0023   0.0000  -0.0830  -0.1916    0.441
     9   0.0000   0.4295   0.0000   0.2900   0.0148   0.1259   0.0106   0.4341   0.4341   0.0023   0.0000  -0.0830  -0.1915    0.441
    10   0.0000   0.4805   0.0000   0.2900   0.0148   0.1258   0.0107   0.4337   0.4337   0.0023   0.0000  -0.0830  -0.1914    0.441
    11   0.0000   0.5310   0.0000   0.2900   0.0145   0.1256   0.0108   0.4333   0.4333   0.0023   0.0000  -0.0830  -0.1913    0.442
    12   0.0000   0.5815   0.0000   0.2900   0.0148   0.1255   0.0109   0.4328   0.4328   0.0024   0.0000  -0.0830  -0.1912    0.442
    13   0.0000   0.6320   0.0000   0.2900   0.0145   0.1254   0.0111   0.4323   0.4323   0.0024   0.0000  -0.0830  -0.1910    0.442
    14   0.0000   0.6825   0.0000   0.2900   0.0148   0.1252   0.0112   0.4317   0.4317   0.0024   0.0000  -0.0830  -0.1909    0.442
    15   0.0000   0.7330   0.0000   0.2900   0.0145   0.1250   0.0114   0.4311   0.4311   0.0025   0.0000  -0.0829  -0.1907    0.442
    16   0.0000   0.7835   0.0000   0.2900   0.0148   0.1248   0.0116   0.4304   0.4304   0.0025   0.0000  -0.0829  -0.1905    0.443
    17   0.0000   0.8340   0.0000   0.2900   0.0145   0.1246   0.0118   0.4296   0.4296   0.0026   0.0000  -0.0829  -0.1903    0.443
    18   0.0000   0.8845   0.0000   0.2900   0.0148   0.1243   0.0121   0.4287   0.4287   0.0026   0.0000  -0.0829  -0.1901    0.443
    19   0.0000   0.9355   0.0000   0.2900   0.0148   0.1240   0.0124   0.4278   0.4278   0.0027   0.0000  -0.0829  -0.1898    0.444
    20   0.0000   0.9860   0.0000   0.2900   0.0145   0.1237   0.0127   0.4267   0.4267   0.0027   0.0000  -0.0828  -0.1895    0.444
    21   0.0000   1.0365   0.0000   0.2900   0.0148   0.1234   0.0130   0.4255   0.4255   0.0028   0.0000  -0.0828  -0.1892    0.445
    22   0.0000   1.0870   0.0000   0.2900   0.0145   0.1230   0.0134   0.4242   0.4242   0.0028   0.0000  -0.0828  -0.1888    0.445
    23   0.0000   1.1375   0.0000   0.2900   0.0148   0.1226   0.0138   0.4228   0.4228   0.0029   0.0000  -0.0827  -0.1884    0.446
    24   0.0000   1.1880   0.0000   0.2900   0.0145   0.1221   0.0143   0.4212   0.4212   0.0030   0.0000  -0.0827  -0.1880    0.446
    25   0.0000   1.2258   0.0000   0.2900   0.0074   0.1218   0.0148   0.4198   0.4198   0.0030   0.0000  -0.0826  -0.1875    0.447
    26   0.0000   1.2512   0.0000   0.2900   0.0074   0.1214   0.0151   0.4186   0.4186   0.0031   0.0000  -0.0825  -0.1872    0.447
    27   0.0000   1.2890   0.0000   0.2900   0.0145   0.1210   0.0157   0.4171   0.4171   0.0031   0.0000  -0.0824  -0.1867    0.448
    28   0.0000   1.3395   0.0000   0.2895   0.0148   0.1202   0.0161   0.4152   0.4152   0.0033   0.0000  -0.0824  -0.1862    0.448
    29   0.0005   1.3905   0.0000   0.2885   0.0147   0.1193   0.0169   0.4137   0.4137   0.0033   0.0000  -0.0822  -0.1856    0.449
    30   0.0010   1.4410   0.0000   0.2870   0.0144   0.1183   0.0174   0.4122   0.4121   0.0033   0.0000  -0.0821  -0.1851    0.449
    31   0.0015   1.4915   0.0000   0.2845   0.0145   0.1170   0.0174   0.4111   0.4111   0.0034   0.0000  -0.0821  -0.1849    0.450
    32   0.0020   1.5420   0.0000   0.2820   0.0141   0.1155   0.0178   0.4096   0.4096   0.0035   0.0000  -0.0821  -0.1845    0.450
    33   0.0025   1.5925   0.0000   0.2790   0.0142   0.1138   0.0180   0.4080   0.4080   0.0036   0.0000  -0.0820  -0.1840    0.451
    34   0.0035   1.6430   0.0000   0.2750   0.0137   0.1120   0.0181   0.4071   0.4071   0.0036   0.0000  -0.0820  -0.1838    0.451
    35   0.0045   1.6935   0.0000   0.2710   0.0138   0.1099   0.0186   0.4056   0.4056   0.0037   0.0000  -0.0819  -0.1833    0.452
    36   0.0060   1.7440   0.0000   0.2660   0.0133   0.1076   0.0189   0.4046   0.4046   0.0037   0.0000  -0.0817  -0.1827    0.452
    37   0.0075   1.7945   0.0000   0.2600   0.0133   0.1050   0.0187   0.4039   0.4039   0.0037   0.0000  -0.0818  -0.1827    0.452
    38   0.0090   1.8455   0.0000   0.2540   0.0130   0.1022   0.0191   0.4024   0.4024   0.0038   0.0000  -0.0816  -0.1821    0.453
    39   0.0110   1.8960   0.0000   0.2470   0.0124   0.0991   0.0193   0.4012   0.4012   0.0037   0.0000  -0.0814  -0.1816    0.453
    40   0.0130   1.9465   0.0000   0.2390   0.0122   0.0956   0.0193   0.4001   0.4001   0.0038   0.0000  -0.0813  -0.1812    0.453
    41   0.0150   1.9970   0.0000   0.2305   0.0115   0.0918   0.0193   0.3984   0.3984   0.0038   0.0000  -0.0812  -0.1807    0.454
    42   0.0175   2.0475   0.0000   0.2210   0.0113   0.0877   0.0197   0.3967   0.3967   0.0038   0.0000  -0.0809  -0.1798    0.454
    43   0.0200   2.0980   0.0000   0.2100   0.0105   0.0829   0.0191   0.3951   0.3949   0.0039   0.0000  -0.0808  -0.1794    0.454
    44   0.0230   2.1485   0.0000   0.1980   0.0101   0.0778   0.0195   0.3930   0.3928   0.0039   0.0000  -0.0805  -0.1782    0.455
    45   0.0265   2.1990   0.0000   0.1845   0.0092   0.0719   0.0195   0.3899   0.3899   0.0039   0.0000  -0.0798  -0.1770    0.455
    46   0.0300   2.2495   0.0000   0.1685   0.0086   0.0652   0.0186   0.3869   0.3869   0.0040   0.0000  -0.0796  -0.1757    0.456
    47   0.0345   2.3005   0.0000   0.1500   0.0077   0.0574   0.0180   0.3827   0.3827   0.0040   0.0000  -0.0788  -0.1737    0.456
    48   0.0405   2.3510   0.0000   0.1280   0.0064   0.0482   0.0175   0.3770   0.3768   0.0039   0.0000  -0.0774  -0.1699    0.455
    49   0.0480   2.4015   0.0000   0.0995   0.0051   0.0365   0.0148   0.3668   0.3668   0.0034   0.0000  -0.0740  -0.1637    0.452
    50   0.0620   2.4520   0.0000   0.0415   0.0021   0.0182  -0.0307   0.4377   0.4376  -0.0031   0.0000  -0.0659  -0.1627    0.401
 ---------------------------------------------------------------
