 ---------------------------------------------------------------
 Surface and Strip Forces by surface

  Sref =  1.2850       Cref = 0.25900       Bref =  4.9540    
  Xref =-0.65000E-01   Yref =  0.0000       Zref =  0.0000    

  Surface # 1     Wing                                    
     # Chordwise = 12   # Spanwise = 50     First strip =  1
     Surface area Ssurf =    0.641762     Ave. chord Cave =    0.259089

 Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         
     CLsurf  =   0.22631     Clsurf  =  -0.05021
     CYsurf  =   0.00002     Cmsurf  =  -0.16318
     CDsurf  =   0.00173     Cnsurf  =  -0.00064
     CDisurf =   0.00173     CDvsurf =   0.00000

 Forces referred to Ssurf, Cave 
     CLsurf  =   0.45315     CDsurf  =   0.00346

 Strip Forces referred to Strip Area, Chord
    j     Xle      Yle      Zle      Chord    Area     c_cl     ai     cl_norm    cl       cd       cdv    cm_c/4     cm_LE   C.P.x/c
     1   0.0000   0.0255   0.0000   0.2900   0.0148   0.1366   0.0110   0.4712   0.4712   0.0026   0.0000  -0.0830  -0.2008    0.426
     2   0.0000   0.0760   0.0000   0.2900   0.0145   0.1366   0.0110   0.4712   0.4712   0.0026   0.0000  -0.0830  -0.2008    0.426
     3   0.0000   0.1265   0.0000   0.2900   0.0148   0.1366   0.0110   0.4711   0.4711   0.0026   0.0000  -0.0830  -0.2008    0.426
     4   0.0000   0.1770   0.0000   0.2900   0.0145   0.1366   0.0111   0.4710   0.4710   0.0026   0.0000  -0.0830  -0.2007    0.426
     5   0.0000   0.2275   0.0000   0.2900   0.0148   0.1365   0.0111   0.4708   0.4708   0.0026   0.0000  -0.0830  -0.2007    0.426
     6   0.0000   0.2780   0.0000   0.2900   0.0145   0.1365   0.0112   0.4706   0.4706   0.0026   0.0000  -0.0830  -0.2006    0.426
     7   0.0000   0.3285   0.0000   0.2900   0.0148   0.1364   0.0113   0.4704   0.4704   0.0027   0.0000  -0.0830  -0.2006    0.426
     8   0.0000   0.3790   0.0000   0.2900   0.0145   0.1363   0.0113   0.4701   0.4701   0.0027   0.0000  -0.0830  -0.2005    0.427
     9   0.0000   0.4295   0.0000   0.2900   0.0148   0.1362   0.0114   0.4697   0.4697   0.0027   0.0000  -0.0830  -0.2004    0.427
    10   0.0000   0.4805   0.0000   0.2900   0.0148   0.1361   0.0116   0.4693   0.4693   0.0027   0.0000  -0.0830  -0.2003    0.427
    11   0.0000   0.5310   0.0000   0.2900   0.0145   0.1360   0.0117   0.4689   0.4689   0.0027   0.0000  -0.0830  -0.2002    0.427
    12   0.0000   0.5815   0.0000   0.2900   0.0148   0.1358   0.0118   0.4684   0.4684   0.0028   0.0000  -0.0829  -0.2000    0.427
    13   0.0000   0.6320   0.0000   0.2900   0.0145   0.1357   0.0120   0.4678   0.4678   0.0028   0.0000  -0.0829  -0.1999    0.427
    14   0.0000   0.6825   0.0000   0.2900   0.0148   0.1355   0.0122   0.4672   0.4672   0.0029   0.0000  -0.0829  -0.1997    0.427
    15   0.0000   0.7330   0.0000   0.2900   0.0145   0.1353   0.0124   0.4665   0.4665   0.0029   0.0000  -0.0829  -0.1995    0.428
    16   0.0000   0.7835   0.0000   0.2900   0.0148   0.1350   0.0126   0.4657   0.4657   0.0029   0.0000  -0.0829  -0.1993    0.428
    17   0.0000   0.8340   0.0000   0.2900   0.0145   0.1348   0.0128   0.4649   0.4649   0.0030   0.0000  -0.0829  -0.1991    0.428
    18   0.0000   0.8845   0.0000   0.2900   0.0148   0.1345   0.0131   0.4639   0.4639   0.0030   0.0000  -0.0828  -0.1988    0.429
    19   0.0000   0.9355   0.0000   0.2900   0.0148   0.1342   0.0134   0.4629   0.4629   0.0031   0.0000  -0.0828  -0.1985    0.429
    20   0.0000   0.9860   0.0000   0.2900   0.0145   0.1339   0.0137   0.4617   0.4617   0.0032   0.0000  -0.0828  -0.1982    0.429
    21   0.0000   1.0365   0.0000   0.2900   0.0148   0.1335   0.0141   0.4604   0.4604   0.0032   0.0000  -0.0828  -0.1979    0.430
    22   0.0000   1.0870   0.0000   0.2900   0.0145   0.1331   0.0145   0.4590   0.4590   0.0033   0.0000  -0.0827  -0.1975    0.430
    23   0.0000   1.1375   0.0000   0.2900   0.0148   0.1326   0.0150   0.4574   0.4574   0.0034   0.0000  -0.0827  -0.1970    0.431
    24   0.0000   1.1880   0.0000   0.2900   0.0145   0.1321   0.0155   0.4557   0.4557   0.0035   0.0000  -0.0826  -0.1965    0.431
    25   0.0000   1.2258   0.0000   0.2900   0.0074   0.1317   0.0160   0.4542   0.4542   0.0036   0.0000  -0.0825  -0.1961    0.432
    26   0.0000   1.2512   0.0000   0.2900   0.0074   0.1313   0.0163   0.4529   0.4529   0.0036   0.0000  -0.0824  -0.1957    0.432
    27   0.0000   1.2890   0.0000   0.2900   0.0145   0.1308   0.0170   0.4512   0.4512   0.0037   0.0000  -0.0823  -0.1951    0.432
    28   0.0000   1.3395   0.0000   0.2895   0.0148   0.1300   0.0174   0.4492   0.4492   0.0038   0.0000  -0.0823  -0.1946    0.433
    29   0.0005   1.3905   0.0000   0.2885   0.0147   0.1291   0.0182   0.4475   0.4475   0.0039   0.0000  -0.0821  -0.1939    0.434
    30   0.0010   1.4410   0.0000   0.2870   0.0144   0.1279   0.0188   0.4458   0.4458   0.0039   0.0000  -0.0820  -0.1934    0.434
    31   0.0015   1.4915   0.0000   0.2845   0.0145   0.1265   0.0188   0.4447   0.4447   0.0040   0.0000  -0.0820  -0.1932    0.434
    32   0.0020   1.5420   0.0000   0.2820   0.0141   0.1249   0.0192   0.4431   0.4430   0.0041   0.0000  -0.0820  -0.1927    0.435
    33   0.0025   1.5925   0.0000   0.2790   0.0142   0.1231   0.0195   0.4413   0.4413   0.0042   0.0000  -0.0820  -0.1922    0.436
    34   0.0035   1.6430   0.0000   0.2750   0.0137   0.1211   0.0195   0.4403   0.4403   0.0042   0.0000  -0.0819  -0.1920    0.436
    35   0.0045   1.6935   0.0000   0.2710   0.0138   0.1189   0.0200   0.4387   0.4387   0.0043   0.0000  -0.0818  -0.1914    0.436
    36   0.0060   1.7440   0.0000   0.2660   0.0133   0.1164   0.0204   0.4376   0.4376   0.0043   0.0000  -0.0816  -0.1909    0.437
    37   0.0075   1.7945   0.0000   0.2600   0.0133   0.1136   0.0202   0.4369   0.4369   0.0043   0.0000  -0.0816  -0.1908    0.437
    38   0.0090   1.8455   0.0000   0.2540   0.0130   0.1105   0.0206   0.4353   0.4352   0.0044   0.0000  -0.0815  -0.1902    0.437
    39   0.0110   1.8960   0.0000   0.2470   0.0124   0.1072   0.0209   0.4340   0.4340   0.0044   0.0000  -0.0813  -0.1896    0.437
    40   0.0130   1.9465   0.0000   0.2390   0.0122   0.1034   0.0208   0.4328   0.4328   0.0044   0.0000  -0.0812  -0.1893    0.438
    41   0.0150   1.9970   0.0000   0.2305   0.0115   0.0993   0.0209   0.4310   0.4310   0.0045   0.0000  -0.0811  -0.1887    0.438
    42   0.0175   2.0475   0.0000   0.2210   0.0113   0.0948   0.0213   0.4292   0.4292   0.0045   0.0000  -0.0807  -0.1877    0.438
    43   0.0200   2.0980   0.0000   0.2100   0.0105   0.0897   0.0207   0.4275   0.4273   0.0046   0.0000  -0.0806  -0.1873    0.439
    44   0.0230   2.1485   0.0000   0.1980   0.0101   0.0842   0.0211   0.4252   0.4251   0.0046   0.0000  -0.0803  -0.1860    0.439
    45   0.0265   2.1990   0.0000   0.1845   0.0092   0.0778   0.0211   0.4220   0.4219   0.0045   0.0000  -0.0796  -0.1847    0.439
    46   0.0300   2.2495   0.0000   0.1685   0.0086   0.0706   0.0201   0.4188   0.4187   0.0046   0.0000  -0.0793  -0.1835    0.439
    47   0.0345   2.3005   0.0000   0.1500   0.0077   0.0622   0.0195   0.4144   0.4144   0.0046   0.0000  -0.0786  -0.1813    0.440
    48   0.0405   2.3510   0.0000   0.1280   0.0064   0.0523   0.0190   0.4084   0.4082   0.0045   0.0000  -0.0770  -0.1774    0.439
    49   0.0480   2.4015   0.0000   0.0995   0.0051   0.0396   0.0161   0.3979   0.3978   0.0040   0.0000  -0.0736  -0.1709    0.435
    50   0.0620   2.4520   0.0000   0.0415   0.0021   0.0198  -0.0323   0.4780   0.4779  -0.0038   0.0000  -0.0652  -0.1714    0.386
 ---------------------------------------------------------------
