,mass,airspeed,lift,cl,CDind,CDff,e,wing_l,fs_v,Cd0,Cd,drag,power,solar_power
0,5.0,10.0,49.050000000000004,1.6339880939096876,0.0442516,0.0454607,0.9911,49.050000000000004,10.0,0.2573971584224649,0.3016487584224649,9.055066959037275,278.61744489345466,168
1,6.0,10.0,58.86,1.9607857126916248,0.0630642,0.065888,0.9913,58.86,10.0,0.5543048692961073,0.6173690692961074,18.532541921108873,570.2320591110422,168
2,7.0,10.0,68.67,2.2875833314735625,0.0846446,0.090407,0.9915,68.67,10.0,1.060500960296251,1.145145560296251,34.37564199022595,1057.7120612377214,168
3,8.0,10.0,78.48,2.6143809502554998,0.1085234,0.1192404,0.9916,78.48,10.0,1.8555015338352132,1.9640249338352131,58.9572368144451,1814.0688250598494,168
4,9.0,10.0,88.29,2.9411785690374375,0.1340218,0.152672,0.9917,88.29,10.0,3.0315720204220695,3.1655938204220697,95.02662685881518,2923.896211040467,168
5,10.0,10.0,98.10000000000001,3.267976187819375,0.1601389,0.1910639,0.9917,98.10000000000001,10.0,4.693727178662652,4.8538660786626515,145.7061603115709,4483.266471125258,168
6,11.0,10.0,107.91000000000001,3.5947738066013124,0.1853493,0.2348811,0.9918,107.91000000000001,10.0,6.959731095259551,7.145080395259551,214.4851573238279,6599.543302271627,168
7,12.0,10.0,117.72,3.9215714253832497,0.2072019,0.2847302,0.9918,117.72,10.0,9.960097185012108,10.167299085012107,305.2078665558551,9391.011278641696,168
8,13.0,10.0,127.53,4.248369044165187,0.2214118,0.3414258,0.9919,127.53,10.0,13.838088190816434,14.059499990816434,422.0462053058645,12986.03708633429,168
9,14.0,10.0,137.34,4.575166662947125,0.2192597,0.4061198,0.992,137.34,10.0,18.749716183665395,18.968975883665394,569.4216931945488,17520.667482909193,168
10,15.0,10.0,147.15,4.901964281729062,0.2192597,0.4061198,0.992,147.15,10.0,24.863742562648603,25.083002262648602,752.9560745079183,23167.879215628254,168
11,16.0,10.0,156.96,5.2287619005109995,0.2192597,0.4061198,0.992,156.96,10.0,32.36167805495243,32.58093775495243,978.0334402906276,30093.336624327,168
12,17.0,10.0,166.77,5.555559519292937,0.2192597,0.4061198,0.992,166.77,10.0,41.437782715860024,41.657042415860026,1250.485201277647,38476.46773161991,168
13,18.0,10.0,176.58,5.882357138074875,0.2192597,0.4061198,0.992,176.58,10.0,52.299065928751254,52.518325628751256,1576.525484911293,48508.47645880901,168
14,19.0,10.0,186.39000000000001,6.209154756856813,0.2192597,0.4061198,0.992,186.39000000000001,10.0,65.16528640510278,65.38454610510277,1962.7511353412299,60392.34262588399,168
15,20.0,10.0,196.20000000000002,6.53595237563875,0.2192597,0.4061198,0.992,196.20000000000002,10.0,80.268952184488,80.488211884488,2416.1417134244703,74342.82195152214,168
16,5.0,11.0,49.050000000000004,1.350403383396436,0.0304249,0.0309154,0.9909,49.050000000000004,11.0,0.11730723853777407,0.14773213853777406,5.365997659938137,181.61838233636772,168
17,6.0,11.0,58.86,1.6204840600757229,0.0435389,0.0447019,0.9911,58.86,11.0,0.2486088941354244,0.2921477941354244,10.611532434331718,359.1595593158427,168
18,7.0,11.0,68.67,1.89056473675501,0.0587754,0.0611601,0.9913,68.67,11.0,0.47532764457814997,0.5341030445781499,19.399947199974854,656.6135975376104,168
19,8.0,11.0,78.48,2.160645413434297,0.0759596,0.0803841,0.9914,78.48,11.0,0.8342297067351419,0.9101893067351419,33.06033296737706,1118.9651158189158,168
20,9.0,11.0,88.29,2.4307260901135845,0.0948553,0.1024903,0.9915,88.29,11.0,1.368028953125444,1.462884253125444,53.13558415066425,1798.4351558686358,168
21,10.0,11.0,98.10000000000001,2.700806766792872,0.1151434,0.1276213,0.9916,98.10000000000001,11.0,2.1253869119179516,2.2405303119179516,81.38161763425687,2754.4547506979247,168
22,11.0,11.0,107.91000000000001,2.970887443472159,0.1363889,0.1559511,0.9917,107.91000000000001,11.0,3.1609127669314137,3.2973016669314137,119.76617413102723,4053.6243552039987,168
23,12.0,11.0,117.72,3.2409681201514458,0.1579894,0.1876926,0.9917,117.72,11.0,4.535163357634429,4.6931527576344285,170.46694757457485,5769.650533293302,168
24,13.0,11.0,127.53,3.511048796830733,0.1790907,0.2231076,0.9918,127.53,11.0,6.314643179145456,6.493733879145456,235.86851950190788,7983.242198526112,168
