,,mass,airspeed,drag,power,solar_power
LRN1007B,42,14.0,13.0,7.3397431163919995,293.58972465567996,168
LRN1007B,43,15.0,13.0,7.821674781979933,312.8669912791973,168
LRN1007B,44,5.0,14.0,6.30606299002007,271.64579033932614,168
LRN1007B,45,6.0,14.0,6.5540788817446325,282.32955182899957,168
LRN1007B,46,7.0,14.0,6.814087396853182,293.5299186336755,168
LRN1007B,47,8.0,14.0,7.086348304761998,305.25808082051685,168
LRN1007B,48,9.0,14.0,4.6190335303331835,198.97375207589099,168
LRN1007B,49,10.0,14.0,5.000963890831999,215.42613683583997,168
LRN1007B,50,11.0,14.0,5.717628792096129,246.29785565952548,168
LRN1007B,51,12.0,14.0,6.175740142564655,266.0318830643236,168
LRN1007B,52,13.0,14.0,6.484127736656007,279.3162717328741,168
LRN1007B,53,14.0,14.0,6.762884588222163,291.32425918495466,168
LRN1007B,54,15.0,14.0,7.179151069412515,309.25573837469295,168
LRN1007B,55,5.0,15.0,5.975439520737718,275.7895163417408,168
LRN1007B,56,6.0,15.0,6.285402048735138,290.095479172391,168
LRN1007B,57,7.0,15.0,6.605054626136606,304.84867505245865,168
LRN1007B,58,8.0,15.0,6.932927868449552,319.98128623613314,168
LRN1007B,59,9.0,15.0,7.268869878018384,335.486302062387,168
LRN1007B,60,10.0,15.0,7.612308246049561,351.3373036638259,168
LRN1007B,61,11.0,15.0,7.963200790027128,367.53234415509814,168
LRN1007B,62,12.0,15.0,8.322373265978484,384.10953535285313,168
LRN1007B,63,13.0,15.0,8.689979562173193,401.07597979260885,168
LRN1007B,64,14.0,15.0,6.532111071668617,301.48204946162843,168
LRN1007B,65,15.0,15.0,5.941822451878468,274.2379593174677,168
LRN1007B,66,5.0,16.0,5.312753809158792,261.55095675858666,168
LRN1007B,67,6.0,16.0,5.888406736196681,289.8907931666058,168
LRN1007B,68,7.0,16.0,6.180934610928807,304.29216546111047,168
LRN1007B,69,8.0,16.0,6.342271482669312,312.2349037621815,168
LRN1007B,70,9.0,16.0,6.644843100227889,327.13073724198836,168
LRN1007B,71,10.0,16.0,7.057961656770738,347.46888156409784,168
LRN1007B,72,11.0,16.0,7.474971728323981,367.9986081636421,168
LRN1007B,73,12.0,16.0,7.8951071004145,388.68219571271385,168
LRN1007B,74,13.0,16.0,8.318679785948225,409.5350048466818,168
LRN1007B,75,14.0,16.0,8.746258035856446,430.58501099600966,168
LRN1007B,76,15.0,16.0,9.177858464285196,451.8330320878865,168
LRN1007B,77,5.0,17.0,8.707563049820427,455.47252875983776,168
LRN1007B,78,6.0,17.0,8.98455131630624,469.96114577601867,168
LRN1007B,79,7.0,17.0,9.26365062879034,484.5601867367254,168
LRN1007B,80,8.0,17.0,9.353734802446187,489.27228197410824,168
LRN1007B,81,9.0,17.0,5.27391643147063,275.8663979538483,168
LRN1007B,82,10.0,17.0,5.714844401142309,298.93032252129,168
LRN1007B,83,11.0,17.0,6.554732837913038,342.862948444682,168
LRN1007B,84,12.0,17.0,7.094571416273834,371.10065869740055,168
LRN1007B,85,13.0,17.0,7.404221614267111,387.2977459770488,168
LRN1007B,86,14.0,17.0,7.823809136366388,409.2454009791649,168
LRN1007B,87,15.0,17.0,8.352468308984866,436.89834231613145,168
LRN1007B,88,5.0,18.0,8.059207388069838,446.3561014930987,168
LRN1007B,89,6.0,18.0,8.43935013040037,467.4101610683282,168
LRN1007B,90,7.0,18.0,8.812633981030206,488.0843435647499,168
LRN1007B,91,8.0,18.0,9.181596454135441,508.5191882290398,168
LRN1007B,92,9.0,18.0,9.547637300728894,528.7922197326772,168
LRN1007B,93,10.0,18.0,9.911345784244828,548.936074204329,168
LRN1007B,94,11.0,18.0,10.274091977798632,569.0266326165395,168
LRN1007B,95,12.0,18.0,10.63623947334507,589.0840323698808,168
LRN1007B,96,13.0,18.0,18.297840612181336,1013.4188646746585,168
LRN1007B,97,14.0,18.0,7.404399980155883,410.0898450547874,168
LRN1007B,98,15.0,18.0,6.405391543470773,354.7601470229966,168
LRN1007B,99,5.0,19.0,6.446686655387446,376.8832198534199,168
LRN1007B,100,6.0,19.0,7.1517334128309695,418.1013379808875,168
LRN1007B,101,7.0,19.0,7.522658157084309,439.78616918339026,168
LRN1007B,102,8.0,19.0,7.962780436147103,465.5163947285998,168
LRN1007B,103,9.0,19.0,8.509824851386911,497.49745285031173,168
LRN1007B,104,10.0,19.0,9.020309154661804,527.3411505802286,168
LRN1007B,105,11.0,19.0,9.50494453142409,555.673680298639,168
LRN1007B,106,12.0,19.0,9.972797978857193,583.0251126101128,168
LRN1007B,107,13.0,19.0,10.429329239834654,609.7146324826414,168
LRN1007B,108,14.0,19.0,10.878123344439365,635.9518262903014,168
LRN1007B,109,15.0,19.0,11.32081428196963,661.8322195613014,168
LRN1007B,110,5.0,20.0,11.540064219835031,710.1577981436942,168
LRN1007B,111,6.0,20.0,11.870751964056394,730.5078131727012,168
LRN1007B,112,7.0,20.0,37.82443270678939,2327.6573973408854,168
LRN1007B,113,8.0,20.0,11.491591144832604,707.1748396820063,168
LRN1007B,114,9.0,20.0,6.408122192421249,394.3459810720768,168
LRN1007B,115,10.0,20.0,6.701099750901401,412.37536928624,168
LRN1007B,116,11.0,20.0,7.591181800491486,467.14964926101453,168
LRN1007B,117,12.0,20.0,8.183373768692757,503.5922319195542,168
LRN1007B,118,13.0,20.0,8.796541612486841,541.325637691498,168
LRN1007B,119,14.0,20.0,9.497620424256581,584.4689491850204,168
LRN1007B,120,15.0,20.0,10.135465261999947,623.7209391999967,168
LRN1007B,121,5.0,21.0,10.490090133012629,677.8212085946622,168
LRN1007B,122,6.0,21.0,10.973479596694128,709.0556047094667,168
LRN1007B,123,7.0,21.0,11.431657543325107,738.6609489533146,168
LRN1007B,124,8.0,21.0,11.87222243886885,767.1282191269102,168
LRN1007B,125,9.0,21.0,12.298823714870665,794.6932246531813,168
LRN1007B,126,10.0,21.0,12.71490935580931,821.5787583753705,168
LRN1007B,127,11.0,21.0,13.122162103998987,847.8935513353191,168
LRN1007B,128,12.0,21.0,71.16301236046851,4598.225414061042,168
LRN1007B,129,13.0,21.0,20.98501901399323,1355.9550747503317,168
LRN1007B,130,14.0,21.0,8.528601457424505,551.0788634028141,168
LRN1007B,131,15.0,21.0,7.270481396018379,469.78495174272604,168
LRN1007B,132,5.0,22.0,7.6874972013940095,520.3844259405175,168
LRN1007B,133,6.0,22.0,8.433005432025627,570.8495984755809,168
LRN1007B,134,7.0,22.0,9.18545719549591,621.7847947720308,168
LRN1007B,135,8.0,22.0,10.013487560657257,677.8360810291066,168
LRN1007B,136,9.0,22.0,10.738826867279434,726.9359725543001,168
LRN1007B,137,10.0,22.0,11.385684733221918,770.7232742488683,168
LRN1007B,138,11.0,22.0,11.977725260629509,810.7998637964591,168
LRN1007B,139,12.0,22.0,12.530997139945105,848.2521140885917,168
LRN1007B,140,13.0,22.0,13.057472284472828,883.8904315643143,168
LRN1007B,141,14.0,22.0,13.563589772245036,918.1506922750486,168
LRN1007B,142,15.0,22.0,14.05453912134229,951.3841866754781,168
LRN1007B,143,5.0,23.0,14.79012848092726,1046.6860155733139,168
LRN1007B,144,6.0,23.0,136.95051113192974,9691.882326259643,168
LRN1007B,145,7.0,23.0,40.39943895627773,2859.0372184442695,168
LRN1007B,146,8.0,23.0,12.69355084986097,898.3128293747762,168
LRN1007B,147,9.0,23.0,7.65979173269196,542.0775687751233,168
LRN1007B,148,10.0,23.0,7.880652444656741,557.7077114680155,168
LRN1007B,149,11.0,23.0,8.741356753441414,618.6190933204691,168
LRN1007B,150,12.0,23.0,9.689554814725472,685.7223407344179,168
LRN1007B,151,13.0,23.0,10.712386400298488,758.1073452518929,168
LRN1007B,152,14.0,23.0,11.605787595537512,821.3326606072701,168
LRN1007B,153,15.0,23.0,12.392091399634769,876.9787759741527,168
LRN1007B,154,5.0,24.0,13.267279610785762,979.7375712580254,168
LRN1007B,155,6.0,24.0,13.877088700495575,1024.7696271135192,168
LRN1007B,156,7.0,24.0,14.443397727773887,1066.5893706663794,168
LRN1007B,157,8.0,24.0,14.976948279662349,1105.9900268058348,168
LRN1007B,158,9.0,24.0,15.48607368803794,1143.5869800397247,168
LRN1007B,159,10.0,24.0,15.975666028432503,1179.7414913304,168
LRN1007B,160,11.0,24.0,230.24840301095583,17002.958991578274,168
LRN1007B,161,12.0,24.0,70.9951032134803,5242.715314226238,168
LRN1007B,162,13.0,24.0,20.93507955353577,1545.975105491872,168
LRN1007B,163,14.0,24.0,9.582824999686064,707.6547692075862,168
LRN1007B,164,15.0,24.0,8.377352435466678,618.635256772924,168
LRN1007B,165,5.0,25.0,8.998039207801897,692.1568621386075,168
LRN1007B,166,6.0,25.0,10.0987891862538,776.8299374041385,168
LRN1007B,167,7.0,25.0,11.325798309388704,871.2152545683618,168
LRN1007B,168,8.0,25.0,12.397145707294879,953.6265928688366,168
LRN1007B,169,9.0,25.0,13.32110855278615,1024.7006579066267,168
LRN1007B,170,10.0,25.0,14.130652225879198,1086.9732481445537,168
LRN1007B,171,11.0,25.0,14.85574541793497,1142.749647533459,168
LRN1007B,172,12.0,25.0,15.521287300254526,1193.9451769426557,168
LRN1007B,173,13.0,25.0,16.14264372838425,1241.741825260327,168
LRN1007B,174,14.0,25.0,16.731430739458286,1287.0331338044834,168
LRN1007B,175,15.0,25.0,17.29490948996928,1330.3776530745602,168
PT40A,0,5.0,10.0,1.6513713926908675,50.811427467411306,168
PT40A,1,6.0,10.0,1.8255166492470185,56.16974305375441,168
PT40A,2,7.0,10.0,2.0859675465088094,64.18361681565568,168
PT40A,3,8.0,10.0,2.4027008710272515,73.92925757006927,168
PT40A,4,9.0,10.0,2.7697968229059553,85.22451762787556,168
PT40A,5,10.0,10.0,3.182678304674981,97.92856322076865,168
PT40A,6,11.0,10.0,3.64819339352518,112.25210441615938,168
PT40A,7,12.0,10.0,4.161286561870821,128.03958651910216,168
PT40A,8,13.0,10.0,4.711414216145978,144.96659126603006,168
PT40A,9,14.0,10.0,5.295431816531397,162.93636358558143,168
PT40A,10,15.0,10.0,5.91059273933591,181.86439197956648,168
PT40A,11,5.0,11.0,2.188235087916899,74.06334143718735,168
PT40A,12,6.0,11.0,2.4401219879568004,82.58874420776863,168
PT40A,13,7.0,11.0,2.7222317930896733,92.13707607380431,168
PT40A,14,8.0,11.0,3.0340980673042153,102.69254997029651,168
PT40A,15,9.0,11.0,3.375308222161782,114.24120136547567,168
PT40A,16,10.0,11.0,3.1088551660435026,105.22279023531853,168
PT40A,17,11.0,11.0,3.3543553831179893,113.5320283516858,168
PT40A,18,12.0,11.0,3.703811857298163,125.35978593932244,168
PT40A,19,13.0,11.0,4.109160423089129,139.0792758584013,168
PT40A,20,14.0,11.0,4.560956614165849,154.37083924869023,168
PT40A,21,15.0,11.0,5.054045981139151,171.06001782317122,168
PT40A,22,5.0,12.0,1.938278430873279,71.56720360147492,168
PT40A,23,6.0,12.0,2.159333976704717,79.72925452448183,168
PT40A,24,7.0,12.0,2.41469718698787,89.15804998109057,168
PT40A,25,8.0,12.0,2.7005450949420227,99.71243427478238,168
PT40A,26,9.0,12.0,3.013745513859728,111.27675743482074,168
PT40A,27,10.0,12.0,3.3580421043635753,123.98924693034739,168
PT40A,28,11.0,12.0,3.7338143494795446,137.86391444232166,168
PT40A,29,12.0,12.0,4.134497647273886,152.65837466857423,168
PT40A,30,13.0,12.0,4.559183029467269,168.33906570340685,168
PT40A,31,14.0,12.0,5.0070363862849705,184.87518964744507,168
PT40A,32,15.0,12.0,5.0272565179591355,185.621779124645,168
PT40A,33,5.0,13.0,2.1865759844149903,87.46303937659961,168
PT40A,34,6.0,13.0,2.2246865459827583,88.98746183931033,168
PT40A,35,7.0,13.0,2.3405656537947794,93.62262615179115,168
PT40A,36,8.0,13.0,2.5054548449910023,100.21819379964009,168
PT40A,37,9.0,13.0,2.710898852583808,108.43595410335232,168
PT40A,38,10.0,13.0,2.9693771946896153,118.77508778758458,168
PT40A,39,11.0,13.0,3.278433569069645,131.13734276278578,168
PT40A,40,12.0,13.0,3.622988323453634,144.91953293814535,168
PT40A,41,13.0,13.0,3.9981638263128048,159.92655305251222,168
PT40A,42,14.0,13.0,4.399551101544104,175.98204406176413,168
PT40A,43,15.0,13.0,4.8305269877308294,193.22107950923316,168
PT40A,44,5.0,14.0,2.814285827435892,121.23077410493073,168
PT40A,45,6.0,14.0,3.0326190724285564,130.63589850461474,168
PT40A,46,7.0,14.0,3.2693947076631784,140.83546433010613,168
PT40A,47,8.0,14.0,3.5233699116550445,151.7759346559096,168
PT40A,48,9.0,14.0,3.8576799629404634,166.1769830189738,168
PT40A,49,10.0,14.0,3.3680098032082366,145.083499215124,168
PT40A,50,11.0,14.0,3.378878779230377,145.5517012591547,168
PT40A,51,12.0,14.0,3.5339005018768455,152.22956008084873,168
PT40A,52,13.0,14.0,3.7500352970105983,161.53998202507194,168
PT40A,53,14.0,14.0,4.006704639406439,172.59650754366197,168
PT40A,54,15.0,14.0,4.315433866920828,185.89561272889722,168
PT40A,55,5.0,15.0,2.5297690785084024,116.75857285423396,168
PT40A,56,6.0,15.0,2.696226568054708,124.44122621790959,168
PT40A,57,7.0,15.0,2.8952488013367788,133.62686775400516,168
PT40A,58,8.0,15.0,3.1207877353399036,144.03635701568786,168
PT40A,59,9.0,15.0,3.376417830551429,155.8346691023736,168
PT40A,60,10.0,15.0,3.661632029353453,168.99840135477473,168
PT40A,61,11.0,15.0,3.9666639976040714,183.07679988941868,168
PT40A,62,12.0,15.0,4.289390257699824,197.9718580476842,168
PT40A,63,13.0,15.0,4.627851799974138,213.59315999880639,168
PT40A,64,14.0,15.0,6.36566201857392,293.79978547264244,168
PT40A,65,15.0,15.0,5.023590861814684,231.85803977606233,168
PT40A,66,5.0,16.0,3.0659086037916365,150.93703895589593,168
PT40A,67,6.0,16.0,2.9713392374981322,146.28131630760032,168
PT40A,68,7.0,16.0,2.987163432539438,147.06035360194153,168
PT40A,69,8.0,16.0,3.0517369764729207,150.23935884174378,168
PT40A,70,9.0,16.0,3.1699539471592284,156.05927124476202,168
PT40A,71,10.0,16.0,3.3448098105113173,164.6675599020956,168
PT40A,72,11.0,16.0,3.561492090253405,175.33499521247532,168
PT40A,73,12.0,16.0,3.8144945331193862,187.7905000920313,168
PT40A,74,13.0,16.0,4.097092312858569,201.7030061714988,168
PT40A,75,14.0,16.0,4.4125703901832845,217.23423459363858,168
PT40A,76,15.0,16.0,4.759826998753511,234.32994455401902,168
PT40A,77,5.0,17.0,3.650849667816983,190.96752108581143,168
PT40A,78,6.0,17.0,3.8685294608318777,202.35384872043664,168
PT40A,79,7.0,17.0,4.100254347288381,214.47484278123835,168
PT40A,80,8.0,17.0,8.912140937311356,466.17352595167097,168
PT40A,81,9.0,17.0,5.118884973433748,267.7570601488422,168
PT40A,82,10.0,17.0,4.165066681357959,217.86502640949323,168
PT40A,83,11.0,17.0,3.963336998296304,207.3130122185759,168
PT40A,84,12.0,17.0,3.9814755252714664,208.26179670650748,168
PT40A,85,13.0,17.0,4.072961958646352,213.04724091380916,168
PT40A,86,14.0,17.0,4.219198572685711,220.6965407250987,168
PT40A,87,15.0,17.0,4.421489090996293,231.27789091365224,168
PT40A,88,5.0,18.0,3.3519925290782946,185.64881699510553,168
PT40A,89,6.0,18.0,3.4801865758482275,192.74879497005568,168
PT40A,90,7.0,18.0,3.642401339158129,201.732997245681,168
PT40A,91,8.0,18.0,3.842242014285463,212.80109617581022,168
PT40A,92,9.0,18.0,4.078270222177563,225.87342768983427,168
PT40A,93,10.0,18.0,4.33794242885431,240.25527298270026,168
PT40A,94,11.0,18.0,4.617266478383453,255.7255280335451,168
PT40A,95,12.0,18.0,4.912251689992809,272.06317052267866,168
PT40A,96,13.0,18.0,15.300657345555628,847.4210222153887,168
PT40A,97,14.0,18.0,7.715392484312759,427.3140452850144,168
PT40A,98,15.0,18.0,5.721866072899121,316.90335172979746,168
PT40A,99,5.0,19.0,4.1704685984372665,243.81201037017865,168
PT40A,100,6.0,19.0,3.9591647226945432,231.45886071137326,168
PT40A,101,7.0,19.0,3.89471179613277,227.6908434662234,168
PT40A,102,8.0,19.0,3.8998794327317596,227.9929514520105,168
PT40A,103,9.0,19.0,3.9637503458992063,231.72694329872277,168
PT40A,104,10.0,19.0,4.074113152213112,238.17892274476648,168
PT40A,105,11.0,19.0,4.228682959235602,247.21531146300444,168
PT40A,106,12.0,19.0,4.420913677890195,258.45341501511905,168
PT40A,107,13.0,19.0,4.654951687192085,272.13563709738344,168
PT40A,108,14.0,19.0,4.929297122950198,288.17429334170384,168
PT40A,109,15.0,19.0,5.231315410628967,305.8307470829242,168
PT40A,110,5.0,20.0,4.669699357861104,287.36611432991407,168
PT40A,111,6.0,20.0,4.899015556501786,301.47788040010994,168
PT40A,112,7.0,20.0,26.858492542424262,1652.8303103030314,168
PT40A,113,8.0,20.0,11.044108321325306,679.6374351584803,168
PT40A,114,9.0,20.0,6.580865600187782,404.97634462694043,168
PT40A,115,10.0,20.0,5.252988607486259,323.26083738376974,168
PT40A,116,11.0,20.0,4.880706717654296,300.35118262487975,168
PT40A,117,12.0,20.0,4.794624207683121,295.0537973958844,168
PT40A,118,13.0,20.0,4.811579557060981,296.097203511445,168
PT40A,119,14.0,20.0,4.889385103733542,300.88523715283327,168
PT40A,120,15.0,20.0,5.012690402220874,308.47325552128444,168
PT40A,121,5.0,21.0,4.377401948899723,282.8475105442898,168
PT40A,122,6.0,21.0,4.472036342444406,288.96234828102314,168
PT40A,123,7.0,21.0,4.614715751175435,298.18163315287427,168
PT40A,124,8.0,21.0,4.804350983488953,310.43498662544005,168
PT40A,125,9.0,21.0,5.027428835515552,324.84924783331263,168
PT40A,126,10.0,21.0,5.278584804584586,341.0777873731578,168
PT40A,127,11.0,21.0,5.551635873120769,358.721087186265,168
PT40A,128,12.0,21.0,44.62465478409776,2883.4392322032395,168
PT40A,129,13.0,21.0,17.16511941386361,1109.1307928958026,168
PT40A,130,14.0,21.0,9.20980816238619,595.0952966464922,168
PT40A,131,15.0,21.0,6.759113049525269,436.7426893539404,168
PT40A,132,5.0,22.0,5.436497998489572,368.009095282371,168
PT40A,133,6.0,22.0,5.133073602010439,347.46959767455274,168
PT40A,134,7.0,22.0,5.022482015797527,339.98339799244786,168
PT40A,135,8.0,22.0,4.99025704819106,337.8020155698564,168
PT40A,136,9.0,22.0,5.005348950957414,338.8236212955788,168
PT40A,137,10.0,22.0,5.067383142206427,343.0228588570504,168
PT40A,138,11.0,22.0,5.172884898841895,350.1645162292975,168
PT40A,139,12.0,22.0,5.329152665468592,360.7426419701815,168
PT40A,140,13.0,22.0,5.536136568183078,374.75386000008524,168
PT40A,141,14.0,22.0,5.781578793574949,391.36841064199655,168
PT40A,142,15.0,22.0,6.060217465363625,410.2301053476915,168
PT40A,143,5.0,23.0,5.864252595786038,415.00864524024263,168
PT40A,144,6.0,23.0,77.55657680288478,5488.619281434922,168
PT40A,145,7.0,23.0,27.79061846303818,1966.7206912303939,168
PT40A,146,8.0,23.0,12.913429547029404,913.873475635927,168
PT40A,147,9.0,23.0,8.069746084674813,571.0897229154483,168
PT40A,148,10.0,23.0,6.512812320116878,460.9067180390406,168
PT40A,149,11.0,23.0,6.023321577719348,426.2658347309077,168
PT40A,150,12.0,23.0,5.8804954832407255,416.15814189088206,168
PT40A,151,13.0,23.0,5.851167667812952,414.0826349529166,168
PT40A,152,14.0,23.0,5.872321990333251,415.5797100851224,168
PT40A,153,15.0,23.0,5.9386225438749705,420.27174925884407,168
PT40A,154,5.0,24.0,5.589166967993689,412.73848379030306,168
PT40A,155,6.0,24.0,5.664151431826793,418.2757980425939,168
PT40A,156,7.0,24.0,5.79582650787486,427.9994959661435,168
PT40A,157,8.0,24.0,5.972954478929516,441.0797153671026,168
PT40A,158,9.0,24.0,6.1904864432559625,457.1436142712095,168
PT40A,159,10.0,24.0,6.440634185251355,475.6160629108693,168
PT40A,160,11.0,24.0,121.34926506760007,8961.176497299697,168
PT40A,161,12.0,24.0,42.700008601471325,3153.231404416344,168
PT40A,162,13.0,24.0,18.67856110442921,1379.3398969424647,168
PT40A,163,14.0,24.0,10.627290758898974,784.7845483494626,168
PT40A,164,15.0,24.0,7.966359070597487,588.2849775210451,168
PT40A,165,5.0,25.0,6.823380316590422,524.8754089684938,168
PT40A,166,6.0,25.0,6.4854702178023445,498.8823244463341,168
PT40A,167,7.0,25.0,6.349003138124361,488.3848567787969,168
PT40A,168,8.0,25.0,6.280262898004021,483.0971460003093,168
PT40A,169,9.0,25.0,6.258452242597567,481.4194032767359,168
PT40A,170,10.0,25.0,6.279224740386784,483.0172877220603,168
PT40A,171,11.0,25.0,6.354686628784072,488.82204836800537,168
PT40A,172,12.0,25.0,6.4879592261684,499.07378662833844,168
PT40A,173,13.0,25.0,6.6704657328250585,513.1127486788505,168
PT40A,174,14.0,25.0,6.898552796916231,530.6579074550947,168
PT40A,175,15.0,25.0,7.164633368221905,551.1256437093773,168
A18T,0,5.0,10.0,2.0468145829554785,62.978910244783954,168
A18T,1,6.0,10.0,2.174067266440756,66.89437742894633,168
A18T,2,7.0,10.0,2.336300447543572,71.88616761672527,168
A18T,3,8.0,10.0,2.557174265619004,78.68228509596935,168
A18T,4,9.0,10.0,2.8400283885045265,87.38548887706234,168
A18T,5,10.0,10.0,3.181035483099514,97.87801486460042,168
A18T,6,11.0,10.0,3.5729407170365657,109.93663744727893,168
A18T,7,12.0,10.0,4.0095588594287435,123.3710418285767,168
A18T,8,13.0,10.0,4.488749395974522,138.11536602998527,168
A18T,9,14.0,10.0,5.008579113728453,154.1101265762601,168
A18T,10,15.0,10.0,5.566828391706478,171.2870274371224,168
A18T,11,5.0,11.0,1.6433192478480367,55.620036081010475,168
A18T,12,6.0,11.0,1.818933323185887,61.5638970924454,168
A18T,13,7.0,11.0,2.030363230618114,68.71998626707462,168
A18T,14,8.0,11.0,2.2772937073766912,77.07763317274956,168
A18T,15,9.0,11.0,2.559124765608794,86.61653052829764,168
A18T,16,10.0,11.0,3.644587804693177,123.35527954346138,168
A18T,17,11.0,11.0,3.8882020113523588,131.60068346115673,168
A18T,18,12.0,11.0,4.1567685116591075,140.6906265484621,168
A18T,19,13.0,11.0,4.462778611462981,151.04789146490086,168
A18T,20,14.0,11.0,4.8199515676960205,163.13682229124993,168
A18T,21,15.0,11.0,5.230811192208417,177.0428403516695,168
A18T,22,5.0,12.0,2.010811483786527,74.24534709365638,168
A18T,23,6.0,12.0,2.1190244017319855,78.24090098702713,168
A18T,24,7.0,12.0,2.2644773889090235,83.61147282125624,168
A18T,25,8.0,12.0,2.445681508695738,90.30208647491953,168
A18T,26,9.0,12.0,2.660949900240071,98.250457855018,168
A18T,27,10.0,12.0,2.909515791911902,107.42827539367023,168
A18T,28,11.0,12.0,3.1899566148369765,117.78301347090373,168
A18T,29,12.0,12.0,3.5013646567087386,129.28115655539958,168
A18T,30,13.0,12.0,3.843236715919456,141.9041248954876,168
A18T,31,14.0,12.0,4.214716157997437,155.62028891067456,168
A18T,32,15.0,12.0,5.675012917944333,209.5389385087138,168
A18T,33,5.0,13.0,2.9688983450831867,118.75593380332745,168
A18T,34,6.0,13.0,2.9542368788594717,118.16947515437887,168
A18T,35,7.0,13.0,2.9602687739057694,118.41075095623074,168
A18T,36,8.0,13.0,3.002684639236291,120.10738556945162,168
A18T,37,9.0,13.0,3.094491332125561,123.7796532850224,168
A18T,38,10.0,13.0,3.2411186344163516,129.64474537665404,168
A18T,39,11.0,13.0,3.429307091614654,137.17228366458616,168
A18T,40,12.0,13.0,3.6521753177020275,146.0870127080811,168
A18T,41,13.0,13.0,3.9081536866612696,156.32614746645078,168
A18T,42,14.0,13.0,4.195486062634964,167.81944250539857,168
A18T,43,15.0,13.0,4.513187334735178,180.52749338940706,168
A18T,44,5.0,14.0,2.2968874295009116,98.94284311696234,168
A18T,45,6.0,14.0,2.3858824690741525,102.77647559088655,168
A18T,46,7.0,14.0,2.500425399203039,107.71063258105399,168
A18T,47,8.0,14.0,2.639621487062014,113.70677175036363,168
A18T,48,9.0,14.0,4.745138828700466,204.40598031325084,168
A18T,49,10.0,14.0,4.271384461036575,183.99809986003706,168
A18T,50,11.0,14.0,4.287249870765818,184.68153289452746,168
A18T,51,12.0,14.0,4.362689197093361,187.93122695171402,168
A18T,52,13.0,14.0,4.462652485580501,192.2373378403908,168
A18T,53,14.0,14.0,4.601790948103065,198.2309946875166,168
A18T,54,15.0,14.0,4.797811214807871,206.67494463787753,168
A18T,55,5.0,15.0,2.9308774272719718,135.27126587409097,168
A18T,56,6.0,15.0,2.9472827506872465,136.02843464710367,168
A18T,57,7.0,15.0,2.9941280697560906,138.19052629643497,168
A18T,58,8.0,15.0,3.069860131773512,141.68585223570057,168
A18T,59,9.0,15.0,3.1735349308356384,146.47084296164485,168
A18T,60,10.0,15.0,3.303375019234206,152.46346242619413,168
A18T,61,11.0,15.0,3.4581814333878835,159.60837384867153,168
A18T,62,12.0,15.0,3.6371927998472966,167.87043691602904,168
A18T,63,13.0,15.0,3.839320169524001,177.19939243956927,168
A18T,64,14.0,15.0,7.620344991047834,351.7082303560539,168
A18T,65,15.0,15.0,6.061042169763847,279.7404078352544,168
A18T,66,5.0,16.0,4.271976955430753,210.31271165197552,168
A18T,67,6.0,16.0,4.127975036875016,203.22338643077,168
A18T,68,7.0,16.0,4.026681836561172,198.2366442614731,168
A18T,69,8.0,16.0,3.956017888449986,194.75780373907622,168
A18T,70,9.0,16.0,3.9471130229407803,194.31941036016147,168
A18T,71,10.0,16.0,3.9836182957363784,196.11659302086784,168
A18T,72,11.0,16.0,4.049293563501813,199.34983697239693,168
A18T,73,12.0,16.0,4.143652414525358,203.99519579201763,168
A18T,74,13.0,16.0,4.265784105041928,210.0078328636026,168
A18T,75,14.0,16.0,4.415010333305173,217.3543548704085,168
A18T,76,15.0,16.0,4.589779751673735,225.95838777470695,168
A18T,77,5.0,17.0,3.261803559900998,170.6174169794368,168
A18T,78,6.0,17.0,3.2926646547182656,172.23168963141694,168
A18T,79,7.0,17.0,3.344940909498178,174.96613988144313,168
A18T,80,8.0,17.0,11.341234822470428,593.2338214830685,168
A18T,81,9.0,17.0,6.565086073851629,343.40450232454674,168
A18T,82,10.0,17.0,5.542822034341573,289.9322294886361,168
A18T,83,11.0,17.0,5.317907518019051,278.1674701733042,168
A18T,84,12.0,17.0,5.239969822549041,274.0907291794883,168
A18T,85,13.0,17.0,5.200900702013481,272.04711364378204,168
A18T,86,14.0,17.0,5.227003976227373,273.41251567958557,168
A18T,87,15.0,17.0,5.300858621432979,277.2756817364943,168
A18T,88,5.0,18.0,4.1697664696178665,230.94091216345106,168
A18T,89,6.0,18.0,4.11789273221522,228.06790516884294,168
A18T,90,7.0,18.0,4.092333100145908,226.6522947773118,168
A18T,91,8.0,18.0,4.092891457240456,226.68321917024062,168
A18T,92,9.0,18.0,4.118399605471867,228.09597814921105,168
A18T,93,10.0,18.0,4.1675815915286405,230.819903530817,168
A18T,94,11.0,18.0,4.239580760411684,234.80754980741634,168
A18T,95,12.0,18.0,4.332995736451205,239.98130232652827,168
A18T,96,13.0,18.0,19.891884141919892,1101.7043524755632,168
A18T,97,14.0,18.0,9.774712215403518,541.3686765454256,168
A18T,98,15.0,18.0,7.341193123697939,406.58915762019353,168
A18T,99,5.0,19.0,5.907991998789441,345.3903014676904,168
A18T,100,6.0,19.0,5.601618713105339,327.47924784308134,168
A18T,101,7.0,19.0,5.394550876554152,315.37374355239655,168
A18T,102,8.0,19.0,5.271516757290571,308.1809796569872,168
A18T,103,9.0,19.0,5.205017291278926,304.2933185670757,168
A18T,104,10.0,19.0,5.161626457904501,301.7566236928785,168
