,,mass,airspeed,drag,power,solar_power
R140A,107,13.0,19.0,3.4127647392034137,199.51547706112262,168
R140A,108,14.0,19.0,3.5646661814994776,208.3958690722771,168
R140A,109,15.0,19.0,3.740245261076754,218.6604921860256,168
R140A,110,5.0,20.0,2.879344716582352,177.19044409737546,168
R140A,111,6.0,20.0,2.958231829882319,182.04503568506576,168
R140A,112,7.0,20.0,191.24677859172746,11769.03252872169,168
R140A,113,8.0,20.0,85.42740509771481,5257.071082936295,168
R140A,114,9.0,20.0,41.292262464892,2541.062305531815,168
R140A,115,10.0,20.0,21.732624131306494,1337.3922542342455,168
R140A,116,11.0,20.0,12.600531038082284,775.4172946512174,168
R140A,117,12.0,20.0,8.156224075795873,501.92148158743834,168
R140A,118,13.0,20.0,5.962293856303819,366.910391157158,168
R140A,119,14.0,20.0,4.9082046127719705,302.04336078596737,168
R140A,120,15.0,20.0,4.435728116018383,272.9678840626696,168
R140A,121,5.0,21.0,3.3849543265959703,218.72012571850885,168
R140A,122,6.0,21.0,3.2612789424869324,210.72879320684794,168
R140A,123,7.0,21.0,3.2436853180363054,209.59197439619206,168
R140A,124,8.0,21.0,3.2868888196474346,212.38358526952652,168
R140A,125,9.0,21.0,3.366346071092396,217.51774613212407,168
R140A,126,10.0,21.0,3.469796168464334,224.20221396231082,168
R140A,127,11.0,21.0,3.5892763721138645,231.9224732750497,168
R140A,128,12.0,21.0,296.01248973212745,19126.960874999004,168
R140A,129,13.0,21.0,132.3962445770671,8554.834264979721,168
R140A,130,14.0,21.0,63.89197853393565,4128.404766808149,168
R140A,131,15.0,21.0,33.379554996324906,2156.8327843779166,168
R140A,132,5.0,22.0,19.7081861813943,1334.0926030482294,168
R140A,133,6.0,22.0,11.87759469679711,804.0217948601121,168
R140A,134,7.0,22.0,7.887748051846927,533.9398681250227,168
R140A,135,8.0,22.0,5.835515417755195,395.01950520189007,168
R140A,136,9.0,22.0,4.781019099797078,323.6382159862637,168
R140A,137,10.0,22.0,4.261448879513205,288.4673087670477,168
R140A,138,11.0,22.0,4.035414902572756,273.1665472510789,168
R140A,139,12.0,22.0,3.975681361694686,269.12304602240954,168
R140A,140,13.0,22.0,4.011052182609983,271.51737851513724,168
R140A,141,14.0,22.0,4.102265598655677,277.6918251397689,168
R140A,142,15.0,22.0,4.228515991856793,286.2380056026136,168
R140A,143,5.0,23.0,3.696748312676023,261.61603443553395,168
R140A,144,6.0,23.0,484.1996623274145,34266.43764163241,168
R140A,145,7.0,23.0,216.1102449379819,15293.955795611026,168
R140A,146,8.0,23.0,103.43034085392972,7319.685660431949,168
R140A,147,9.0,23.0,52.96070464497474,3747.9883287212892,168
R140A,148,10.0,23.0,29.071710438996718,2057.3825849136138,168
R140A,149,11.0,23.0,17.224600309460524,1218.9717142079753,168
R140A,150,12.0,23.0,11.14799426093391,788.9349784660918,168
R140A,151,13.0,23.0,7.977452572602703,564.5581820611143,168
R140A,152,14.0,23.0,6.314330489552803,446.8603115683522,168
R140A,153,15.0,23.0,5.462668063263875,386.58881678482794,168
R140A,154,5.0,24.0,4.517540971301049,333.6030255730005,168
R140A,155,6.0,24.0,4.254369767843578,314.1688443946026,168
R140A,156,7.0,24.0,4.148562918081639,306.3554154891056,168
R140A,157,8.0,24.0,4.134373776833194,305.3076019815282,168
R140A,158,9.0,24.0,4.175880953509182,308.3727473360627,168
R140A,159,10.0,24.0,4.251120474510211,313.9288965792156,168
R140A,160,11.0,24.0,704.5141876100184,52025.66308504752,168
R140A,161,12.0,24.0,315.0026559912926,23261.73459628007,168
R140A,162,13.0,24.0,150.868199713627,11141.036286544762,168
R140A,163,14.0,24.0,77.11617827033852,5694.733164578844,168
R140A,164,15.0,24.0,42.08387730693149,3107.7324780503254,168
R140A,165,5.0,25.0,25.835147640432908,1987.3190492640697,168
R140A,166,6.0,25.0,15.979511471067802,1229.1931900821385,168
R140A,167,7.0,25.0,10.730486750452823,825.4220577271401,168
R140A,168,8.0,25.0,7.882573703937841,606.3518233798338,168
R140A,169,9.0,25.0,6.3317925261794015,487.0609635522616,168
R140A,170,10.0,25.0,5.49979547571148,423.0611904393446,168
R140A,171,11.0,25.0,5.076135324937161,390.4719480720892,168
R140A,172,12.0,25.0,4.887580986037364,375.9677681567202,168
R140A,173,13.0,25.0,4.836562481453119,372.04326780408604,168
R140A,174,14.0,25.0,4.8686348046360814,374.51036958739087,168
R140A,175,15.0,25.0,4.950805978552839,380.8312291194491,168
FX63137B,0,5.0,10.0,2.196669796107034,67.58983988021642,168
FX63137B,1,6.0,10.0,2.076004690779995,63.877067408615225,168
FX63137B,2,7.0,10.0,2.2261115265585243,68.49573927872382,168
FX63137B,3,8.0,10.0,2.5153593397924427,77.39567199361362,168
FX63137B,4,9.0,10.0,2.899463088410842,89.21424887417975,168
FX63137B,5,10.0,10.0,3.3287598453080753,102.42337985563309,168
FX63137B,6,11.0,10.0,3.8138994616186355,117.35075266518876,168
FX63137B,7,12.0,10.0,4.3568661819354375,134.05742098262886,168
FX63137B,8,13.0,10.0,4.938649220557203,151.95843755560622,168
FX63137B,9,14.0,10.0,5.556391862669553,170.96590346675546,168
FX63137B,10,15.0,10.0,6.2074022056350096,190.99699094261567,168
FX63137B,11,5.0,11.0,2.444803158775679,82.74718383548452,168
FX63137B,12,6.0,11.0,2.702498617323505,91.4691839709494,168
FX63137B,13,7.0,11.0,2.9886213749177974,101.15333884337161,168
FX63137B,14,8.0,11.0,3.3040849415985285,111.83056725410403,168
FX63137B,15,9.0,11.0,3.649134539395449,123.5091690256921,168
FX63137B,16,10.0,11.0,3.9015061989988906,132.05097904303935,168
FX63137B,17,11.0,11.0,3.77654694765789,127.82158899765166,168
FX63137B,18,12.0,11.0,3.93091069316107,133.0462080762208,168
FX63137B,19,13.0,11.0,4.249720709407312,143.83670093378595,168
FX63137B,20,14.0,11.0,4.703637752773175,159.20004701693824,168
FX63137B,21,15.0,11.0,5.220250835389404,176.68541289010287,168
FX63137B,22,5.0,12.0,2.088328044584702,77.10749703081977,168
FX63137B,23,6.0,12.0,2.3397267313406243,86.38991008026919,168
FX63137B,24,7.0,12.0,2.6256123323488563,96.94568611749622,168
FX63137B,25,8.0,12.0,2.94130077886715,108.6018749120178,168
FX63137B,26,9.0,12.0,3.2827462490136905,121.2090922712747,168
FX63137B,27,10.0,12.0,3.6489738929846736,134.73134374097253,168
FX63137B,28,11.0,12.0,4.038633951267405,149.1187920467965,168
FX63137B,29,12.0,12.0,4.4507329257358,164.33475418101418,168
FX63137B,30,13.0,12.0,4.885905131309616,180.40265100220117,168
FX63137B,31,14.0,12.0,5.3440955153704275,197.3204497982927,168
FX63137B,32,15.0,12.0,5.931946854009547,219.02572999419866,168
FX63137B,33,5.0,13.0,2.8668728649555772,114.67491459822308,168
FX63137B,34,6.0,13.0,2.5968604255973493,103.87441702389397,168
FX63137B,35,7.0,13.0,2.5109751315798667,100.43900526319467,168
FX63137B,36,8.0,13.0,2.620229276085391,104.80917104341563,168
FX63137B,37,9.0,13.0,2.8244078865873234,112.97631546349294,168
FX63137B,38,10.0,13.0,3.105621746446273,124.2248698578509,168
FX63137B,39,11.0,13.0,3.451218286653778,138.0487314661511,168
FX63137B,40,12.0,13.0,3.8358229478670847,153.43291791468337,168
FX63137B,41,13.0,13.0,4.252049805336314,170.08199221345254,168
FX63137B,42,14.0,13.0,4.693261993812502,187.7304797525001,168
FX63137B,43,15.0,13.0,5.157391597866603,206.29566391466412,168
FX63137B,44,5.0,14.0,3.186247454990362,137.25373652266174,168
FX63137B,45,6.0,14.0,3.4194680309952052,147.30016133517807,168
FX63137B,46,7.0,14.0,3.6678407743428267,157.9992948947679,168
FX63137B,47,8.0,14.0,3.9310164102492267,169.33609151842822,168
FX63137B,48,9.0,14.0,4.49740067759374,193.73418303480727,168
FX63137B,49,10.0,14.0,4.168910032675739,179.58381679218567,168
FX63137B,50,11.0,14.0,3.9157118154277883,168.67681666458165,168
FX63137B,51,12.0,14.0,3.7959512300805462,163.51789914193122,168
FX63137B,52,13.0,14.0,3.896435791182813,167.84646485095192,168
FX63137B,53,14.0,14.0,4.120871362142067,177.51445867688903,168
FX63137B,54,15.0,14.0,4.443973416693339,191.43270102678997,168
FX63137B,55,5.0,15.0,2.698089255780133,124.52719642062152,168
FX63137B,56,6.0,15.0,2.912791883285573,134.43654845933415,168
FX63137B,57,7.0,15.0,3.163980289622575,146.0298595210419,168
FX63137B,58,8.0,15.0,3.4407887673149133,158.80563541453444,168
FX63137B,59,9.0,15.0,3.7393803275656854,172.58678434918545,168
FX63137B,60,10.0,15.0,4.05447409776646,187.12957374306734,168
FX63137B,61,11.0,15.0,4.383206825964504,202.30185350605402,168
FX63137B,62,12.0,15.0,4.7254481190523645,218.09760549472452,168
FX63137B,63,13.0,15.0,5.080143342712043,234.4681542790173,168
FX63137B,64,14.0,15.0,5.736705784951666,264.77103622853843,168
FX63137B,65,15.0,15.0,5.706969195303255,263.3985782447656,168
FX63137B,66,5.0,16.0,3.8252068661566794,188.31787648771345,168
FX63137B,67,6.0,16.0,3.3977525284044394,167.27397062914162,168
FX63137B,68,7.0,16.0,3.208280178170189,157.94610107914775,168
FX63137B,69,8.0,16.0,3.178743843131475,156.49200458493414,168
FX63137B,70,9.0,16.0,3.284351195639573,161.69113578533282,168
FX63137B,71,10.0,16.0,3.4890015247522026,171.76622891087766,168
FX63137B,72,11.0,16.0,3.7545708244368297,184.8404098184285,168
FX63137B,73,12.0,16.0,4.066338476885785,200.18897116976171,168
FX63137B,74,13.0,16.0,4.409898527644265,217.10269674556383,168
FX63137B,75,14.0,16.0,4.779654401856457,235.3060628606256,168
FX63137B,76,15.0,16.0,5.167814909966343,254.41550325988146,168
FX63137B,77,5.0,17.0,4.139552132052557,216.5304192150568,168
FX63137B,78,6.0,17.0,4.387183440446937,229.48344150030124,168
FX63137B,79,7.0,17.0,4.643609715173029,242.8965081782815,168
FX63137B,80,8.0,17.0,5.101872690111597,266.8671868673758,168
FX63137B,81,9.0,17.0,5.19993485448798,271.996592388602,168
FX63137B,82,10.0,17.0,4.9393707832118805,258.3670871218522,168
FX63137B,83,11.0,17.0,4.527716647271633,236.83440924190077,168
FX63137B,84,12.0,17.0,4.299102178238148,224.87611393861076,168
FX63137B,85,13.0,17.0,4.2356821066896995,221.55875634992273,168
FX63137B,86,14.0,17.0,4.332723719626209,226.63477918044782,168
FX63137B,87,15.0,17.0,4.547552343833791,237.8719687543829,168
FX63137B,88,5.0,18.0,3.5350306442295647,195.78631260348357,168
FX63137B,89,6.0,18.0,3.7303999073326723,206.60676409842495,168
FX63137B,90,7.0,18.0,3.9671620735109165,219.71974560983534,168
FX63137B,91,8.0,18.0,4.2372782177489805,234.68002436763584,168
FX63137B,92,9.0,18.0,4.5288436883631,250.8282658170332,168
FX63137B,93,10.0,18.0,4.835611948692586,267.8185079275894,168
FX63137B,94,11.0,18.0,5.155318453588037,285.52532973718354,168
FX63137B,95,12.0,18.0,5.484511547996319,303.75756265825765,168
FX63137B,96,13.0,18.0,5.976033029125115,330.98029084385246,168
FX63137B,97,14.0,18.0,6.229604886469448,345.0242706352309,168
FX63137B,98,15.0,18.0,6.2290681055271255,344.99454122919457,168
FX63137B,99,5.0,19.0,4.893055051013952,286.0555260592771,168
FX63137B,100,6.0,19.0,4.436350633759232,259.35588320438586,168
FX63137B,101,7.0,19.0,4.139116250117423,241.9791038530186,168
FX63137B,102,8.0,19.0,4.0381038646834195,236.07376439687684,168
FX63137B,103,9.0,19.0,4.08495243807046,238.8126040718115,168
FX63137B,104,10.0,19.0,4.22696363112735,247.11479689667584,168
FX63137B,105,11.0,19.0,4.4445567831748045,259.83562732406546,168
FX63137B,106,12.0,19.0,4.714672715951518,275.62702031716566,168
FX63137B,107,13.0,19.0,5.027708392746677,293.92756757595953,168
FX63137B,108,14.0,19.0,5.368529039976836,313.85246695249185,168
FX63137B,109,15.0,19.0,5.729169492324405,334.936062628196,168
FX63137B,110,5.0,20.0,5.275179475458287,324.6264292589714,168
FX63137B,111,6.0,20.0,5.553428843004908,341.7494672618405,168
FX63137B,112,7.0,20.0,6.612705841901854,406.93574411703713,168
FX63137B,113,8.0,20.0,6.1757534052861,380.0463634022216,168
FX63137B,114,9.0,20.0,6.296872897272704,387.49987060139716,168
FX63137B,115,10.0,20.0,5.915533723285752,364.0328445098924,168
FX63137B,116,11.0,20.0,5.468215732483377,336.50558353743855,168
FX63137B,117,12.0,20.0,5.126863857420522,315.4993143028014,168
FX63137B,118,13.0,20.0,4.98818592067136,306.96528742592983,168
FX63137B,119,14.0,20.0,5.011985251420911,308.4298616259021,168
FX63137B,120,15.0,20.0,5.1431497273758495,316.50152168466764,168
FX63137B,121,5.0,21.0,4.576114498765996,295.68739838180284,168
FX63137B,122,6.0,21.0,4.754324830745676,307.2025275251052,168
FX63137B,123,7.0,21.0,4.9898333647924,322.42000203273966,168
FX63137B,124,8.0,21.0,5.26243973772802,340.0345676685797,168
FX63137B,125,9.0,21.0,5.561402835119576,359.3521831923418,168
FX63137B,126,10.0,21.0,5.881387199333933,380.02809595696175,168
FX63137B,127,11.0,21.0,6.215169804448566,401.5955873643689,168
FX63137B,128,12.0,21.0,9.490338934747712,613.2219003990828,168
FX63137B,129,13.0,21.0,7.01335217035876,453.1704479308737,168
FX63137B,130,14.0,21.0,7.246055823636063,468.2066839887917,168
FX63137B,131,15.0,21.0,7.079336764277776,457.4340678456409,168
FX63137B,132,5.0,22.0,6.130669030765328,414.9991343902684,168
FX63137B,133,6.0,22.0,5.601467578430995,379.1762668476365,168
FX63137B,134,7.0,22.0,5.281233547723418,357.4988863074313,168
FX63137B,135,8.0,22.0,5.145392712216696,348.3035066731301,168
FX63137B,136,9.0,22.0,5.133940804892283,347.5283006388622,168
FX63137B,137,10.0,22.0,5.2322411469583106,354.18247764025483,168
FX63137B,138,11.0,22.0,5.412102221397898,366.3576888330884,168
FX63137B,139,12.0,22.0,5.662265600191706,383.29182524374625,168
FX63137B,140,13.0,22.0,5.959405019157088,403.4058782198643,168
FX63137B,141,14.0,22.0,6.291051950917727,425.85582436981537,168
FX63137B,142,15.0,22.0,6.650434905450326,450.1832859074067,168
FX63137B,143,5.0,23.0,6.587406049474771,466.1856588859068,168
FX63137B,144,6.0,23.0,15.683171317380342,1109.8859701530703,168
FX63137B,145,7.0,23.0,7.830779532673337,554.1782438507283,168
FX63137B,146,8.0,23.0,7.60597027531579,538.2686656377329,168
FX63137B,147,9.0,23.0,7.541883391274714,533.7332861517489,168
FX63137B,148,10.0,23.0,7.103569496577976,502.7141489885952,168
FX63137B,149,11.0,23.0,6.575073664400759,465.31290548066903,168
FX63137B,150,12.0,23.0,6.222701526111087,440.3758003093999,168
FX63137B,151,13.0,23.0,6.0513925331950915,428.2523946568834,168
FX63137B,152,14.0,23.0,6.005668689708785,425.0165534255448,168
FX63137B,153,15.0,23.0,6.079545243842097,430.2447403334407,168
FX63137B,154,5.0,24.0,5.804314243429077,428.6262825916856,168
FX63137B,155,6.0,24.0,5.976713686970832,441.35731842246145,168
FX63137B,156,7.0,24.0,6.210287959635737,458.60588009617743,168
FX63137B,157,8.0,24.0,6.490106864399176,479.26942998640067,168
FX63137B,158,9.0,24.0,6.807296769818986,502.69268454047904,168
FX63137B,159,10.0,24.0,7.14978682485586,527.9842578355097,168
FX63137B,160,11.0,24.0,27.167536583005727,2006.2180861296533,168
FX63137B,161,12.0,24.0,9.922225680469847,732.7182040962348,168
FX63137B,162,13.0,24.0,8.414675899844728,621.3914510654567,168
FX63137B,163,14.0,24.0,8.480363333435223,626.2422153921395,168
FX63137B,164,15.0,24.0,8.192906280430657,605.0146176318024,168
FX63137B,165,5.0,25.0,7.442579278450632,572.5060983423563,168
FX63137B,166,6.0,25.0,6.9511123327879725,534.7009486759979,168
FX63137B,167,7.0,25.0,6.637904389850531,510.6080299885024,168
FX63137B,168,8.0,25.0,6.451754755351202,496.28882733470783,168
FX63137B,169,9.0,25.0,6.3995896341820355,492.2761257063103,168
FX63137B,170,10.0,25.0,6.457377928047589,496.72137908058374,168
FX63137B,171,11.0,25.0,6.617949858913757,509.07306607028903,168
FX63137B,172,12.0,25.0,6.851480807440206,527.0369851877082,168
FX63137B,173,13.0,25.0,7.1418651287860735,549.3742406758518,168
FX63137B,174,14.0,25.0,7.479380569796739,575.3369669074415,168
FX63137B,175,15.0,25.0,7.849746837019486,603.8266797707297,168
SD7062B,0,5.0,10.0,1.8129328934096773,55.7825505664516,168
SD7062B,1,6.0,10.0,1.8877472051027544,58.08452938777706,168
SD7062B,2,7.0,10.0,2.055135797679046,63.234947620893706,168
SD7062B,3,8.0,10.0,2.2809950714884497,70.18446373810613,168
SD7062B,4,9.0,10.0,2.5589370486266585,78.73652457312794,168
SD7062B,5,10.0,10.0,2.884672484916556,88.75915338204787,168
SD7062B,6,11.0,10.0,3.269449532271606,100.59844714681864,168
SD7062B,7,12.0,10.0,3.7120906498526365,114.21817384161959,168
SD7062B,8,13.0,10.0,4.200035800725815,129.23187079156352,168
SD7062B,9,14.0,10.0,4.729507551394649,145.5233092736815,168
SD7062B,10,15.0,10.0,5.296601506542524,162.97235404746226,168
SD7062B,11,5.0,11.0,1.3581809766714072,45.96920228733993,168
SD7062B,12,6.0,11.0,1.548824032262416,52.421736476574075,168
SD7062B,13,7.0,11.0,1.7737703672247938,60.035304736839166,168
SD7062B,14,8.0,11.0,2.0329886602473355,68.80884696221752,168
SD7062B,15,9.0,11.0,2.325801048452676,78.71942010147518,168
SD7062B,16,10.0,11.0,3.352309312633884,113.4627767353007,168
SD7062B,17,11.0,11.0,3.5126589818558256,118.8899963089664,168
SD7062B,18,12.0,11.0,3.771014595921477,127.63434016964999,168
SD7062B,19,13.0,11.0,4.081477586211276,138.1423183025355,168
SD7062B,20,14.0,11.0,4.4364098137164865,150.15540907963492,168
SD7062B,21,15.0,11.0,4.832782418182931,163.57109723080688,168
SD7062B,22,5.0,12.0,1.5430416750936715,56.9738464649971,168
SD7062B,23,6.0,12.0,1.6581109239039717,61.222557190300485,168
SD7062B,24,7.0,12.0,1.8175166604071475,67.108307461187,168
SD7062B,25,8.0,12.0,2.0169513200630234,74.47204874078855,168
SD7062B,26,9.0,12.0,2.251843414346673,83.14498760664638,168
SD7062B,27,10.0,12.0,2.520985615546692,93.08254580480092,168
SD7062B,28,11.0,12.0,2.8212517531199497,104.16929549981353,168
SD7062B,29,12.0,12.0,3.1506635785950023,116.33219367120006,168
SD7062B,30,13.0,12.0,3.508971582278552,129.56202765336192,168
SD7062B,31,14.0,12.0,3.8952053575258248,143.82296704710737,168
SD7062B,32,15.0,12.0,5.263680181614603,194.3512682442315,168
SD7062B,33,5.0,13.0,2.438650881761488,97.5460352704595,168
SD7062B,34,6.0,13.0,2.3948921885722076,95.7956875428883,168
SD7062B,35,7.0,13.0,2.403095695849711,96.12382783398844,168
SD7062B,36,8.0,13.0,2.4474049592917835,97.89619837167133,168
SD7062B,37,9.0,13.0,2.527734849690554,101.10939398762217,168
SD7062B,38,10.0,13.0,2.6580655046535573,106.32262018614229,168
SD7062B,39,11.0,13.0,2.845168476728759,113.80673906915035,168
SD7062B,40,12.0,13.0,3.0778950139309096,123.11580055723638,168
SD7062B,41,13.0,13.0,3.351446671252906,134.05786685011623,168
SD7062B,42,14.0,13.0,3.660142535590069,146.40570142360275,168
SD7062B,43,15.0,13.0,4.002475308751494,160.09901235005975,168
SD7062B,44,5.0,14.0,1.7417823581583316,75.03062465912812,168
SD7062B,45,6.0,14.0,1.859298999011605,80.09287995742298,168
SD7062B,46,7.0,14.0,2.0006423638334616,86.18151721128757,168
SD7062B,47,8.0,14.0,2.16464238181473,93.24613337048066,168
SD7062B,48,9.0,14.0,3.8591916606878294,166.24210230655262,168
SD7062B,49,10.0,14.0,3.6036957029408194,155.23612258821993,168
SD7062B,50,11.0,14.0,3.6141684472219366,155.68725618802188,168
SD7062B,51,12.0,14.0,3.690976475599629,158.99590971813782,168
SD7062B,52,13.0,14.0,3.7936880050267283,163.42040637038212,168
SD7062B,53,14.0,14.0,3.9239677098304733,169.03245519269728,168
SD7062B,54,15.0,14.0,4.095728513405001,176.43138211590772,168
SD7062B,55,5.0,15.0,2.115452315216328,97.63626070229205,168
SD7062B,56,6.0,15.0,2.135340688714361,98.55418563297049,168
SD7062B,57,7.0,15.0,2.1995964315903427,101.51983530416963,168
SD7062B,58,8.0,15.0,2.301046242683388,106.20213427769481,168
SD7062B,59,9.0,15.0,2.4385483862981427,112.54838705991425,168
SD7062B,60,10.0,15.0,2.6048871296787675,120.22555983132773,168
SD7062B,61,11.0,15.0,2.7943820438262894,128.97147894582875,168
SD7062B,62,12.0,15.0,3.0063786939077963,138.75593971882137,168
