,,mass,airspeed,lift,cl,CDind,CDff,e,wing_l,fs_v,Cd0,Cd,drag,power,solar_power
BE50,161,12.0,24.0,117.72,0.2596147593008648,0.0011397,0.0011408,0.9843,117.72,24.0,0.0075052578616314,0.0086449578616314,3.9199791345139383,289.47538224102925,168
BE50,162,13.0,24.0,127.53,0.2812493225759369,0.0013369,0.0013379,0.985,127.53,24.0,0.00759090115241602,0.00892780115241602,4.048231905199363,298.94635607626066,168
BE50,163,14.0,24.0,137.34,0.30288388585100895,0.0015498,0.0015507,0.9857,137.34,24.0,0.007713259846053418,0.009263059846053419,4.200251973400713,310.1724534203603,168
BE50,164,15.0,24.0,147.15,0.324518449126081,0.0017785,0.0017792,0.9862,147.15,24.0,0.007864860601026055,0.009643360601026055,4.372695963087357,322.9067788126048,168
BE50,165,5.0,25.0,49.050000000000004,0.0996920675715321,0.00017,0.0001717,0.9647,49.050000000000004,25.0,0.008875156095621744,0.009045156095621744,4.450353145418551,342.3348573398885,168
BE50,166,6.0,25.0,58.86,0.1196304810858385,0.000244,0.0002456,0.9708,58.86,25.0,0.008433520908621032,0.008677520908621032,4.2694710916940055,328.4208532072312,168
BE50,167,7.0,25.0,68.67,0.13956889460014493,0.0003314,0.0003329,0.9749,68.67,25.0,0.008086339976633236,0.008417739976633237,4.1416549572271535,318.5888428636272,168
BE50,168,8.0,25.0,78.48,0.15950730811445135,0.0004321,0.0004336,0.9777,78.48,25.0,0.00782429778557707,0.008256397785577069,4.0622721671608675,312.48247439698974,168
BE50,169,9.0,25.0,88.29,0.17944572162875777,0.0005462,0.0005476,0.9797,88.29,25.0,0.007638503781433035,0.008184703781433034,4.026997636409043,309.76904895454174,168
BE50,170,10.0,25.0,98.10000000000001,0.1993841351430642,0.0006736,0.000675,0.9813,98.10000000000001,25.0,0.007520492370243418,0.008194092370243418,4.031616963627018,310.1243818174629,168
BE50,171,11.0,25.0,107.91000000000001,0.2193225486573706,0.0008144,0.0008157,0.9825,107.91000000000001,25.0,0.007462222918112296,0.008276622918112297,4.072223237241153,313.24794132624254,168
BE50,172,12.0,25.0,117.72,0.239260962171677,0.0009685,0.0009697,0.9835,117.72,25.0,0.007456079751205534,0.008424579751205535,4.145020229419252,318.8477099553271,168
BE50,173,13.0,25.0,127.53,0.25919937568598345,0.001136,0.0011372,0.9843,127.53,25.0,0.0074948721557507834,0.008630872155750783,4.246519202100142,326.6553232384725,168
BE50,174,14.0,25.0,137.34,0.27913778920028987,0.0013169,0.0013179,0.985,137.34,25.0,0.0075718343780374845,0.008888734378037484,4.373391302471491,336.41471557473005,168
BE50,175,15.0,25.0,147.15,0.2990762027145963,0.0015112,0.0015121,0.9856,147.15,25.0,0.007680625624416861,0.009191825624416861,4.522516764477193,347.88590495978406,168
SD7062B,0,5.0,10.0,49.050000000000004,0.6230754223220756,0.0065347,0.0065419,0.9899,49.050000000000004,10.0,0.01649473788384948,0.02302943788384948,1.8129328934096773,55.7825505664516,168
SD7062B,1,6.0,10.0,58.86,0.7476905067864906,0.0094014,0.0094233,0.9903,58.86,10.0,0.017407326774392533,0.026808726774392534,2.110447629892598,64.93685015054146,168
SD7062B,2,7.0,10.0,68.67,0.8723055912509058,0.0127822,0.0128343,0.9906,68.67,10.0,0.018292699571410383,0.031074899571410384,2.4462910417766226,75.27049359312684,168
SD7062B,3,8.0,10.0,78.48,0.9969206757153208,0.0166726,0.0167783,0.9908,78.48,10.0,0.019498323643147363,0.03617092364314736,2.8474623474704805,87.61422607601479,168
SD7062B,4,9.0,10.0,88.29,1.121535760179736,0.0210669,0.0212594,0.9909,88.29,10.0,0.021632325467779337,0.042699225467779336,3.3613860122891452,103.42726191658907,168
SD7062B,5,10.0,10.0,98.10000000000001,1.2461508446441512,0.0259579,0.0262823,0.9911,98.10000000000001,10.0,0.02556349063341373,0.051521390633413724,4.055888131730288,124.79655789939349,168
SD7062B,6,11.0,10.0,107.91000000000001,1.3707659291085663,0.0313373,0.0318525,0.9912,107.91000000000001,10.0,0.03242126383808947,0.06375856383808948,5.019227920439009,154.43778216735413,168
SD7062B,7,12.0,10.0,117.72,1.4953810135729813,0.0371951,0.0379763,0.9913,117.72,10.0,0.04359574888977705,0.08079084888977706,6.360050478760737,195.69386088494574,168
SD7062B,8,13.0,10.0,127.53,1.6199960980373964,0.0435197,0.0446606,0.9913,127.53,10.0,0.06073770870637851,0.10425740870637851,8.207394664982411,252.53522046099724,168
SD7062B,9,14.0,10.0,137.34,1.7446111825018116,0.0502975,0.0519133,0.9914,137.34,10.0,0.0857585653157274,0.1360560653157274,10.710661606367754,329.5588186574693,168
SD7062B,10,15.0,10.0,147.15,1.8692262669662265,0.057513,0.0597429,0.9915,147.15,10.0,0.12083039985558881,0.1783433998555888,14.039622571398446,431.9883868122598,168
SD7062B,11,5.0,11.0,49.050000000000004,0.5149383655554344,0.0044665,0.0044684,0.9893,49.050000000000004,11.0,0.014578393823786267,0.01904489382378627,1.8141045696781606,61.400462358337734,168
SD7062B,12,6.0,11.0,58.86,0.6179260386665212,0.0064274,0.0064342,0.9899,58.86,11.0,0.015385615084005195,0.021813015084005197,2.0777795197224913,70.32484528291509,168
SD7062B,13,7.0,11.0,68.67,0.720913711777608,0.0087419,0.0087596,0.9902,68.67,11.0,0.016037887376721505,0.024779787376721506,2.3603767987206696,79.8896762643919,168
SD7062B,14,8.0,11.0,78.48,0.8239013848886949,0.0114082,0.0114463,0.9905,78.48,11.0,0.01655214093521916,0.02796034093521916,2.6633376237041313,90.14373495613982,168
SD7062B,15,9.0,11.0,88.29,0.9268890579997818,0.0144239,0.014496,0.9907,88.29,11.0,0.017071631277569308,0.03149553127756931,3.0000790628572176,101.54113751209044,168
SD7062B,16,10.0,11.0,98.10000000000001,1.0298767311108687,0.017786,0.0179109,0.9908,98.10000000000001,11.0,0.017865939206630304,0.035651939206630304,3.3959940355171727,114.94133658673508,168
SD7062B,17,11.0,11.0,107.91000000000001,1.1328644042219556,0.0214911,0.0216935,0.991,107.91000000000001,11.0,0.019330970810047695,0.0408220708100477,3.888470362997812,131.60976613223366,168
SD7062B,18,12.0,11.0,117.72,1.2358520773330424,0.0255351,0.0258465,0.9911,117.72,11.0,0.021988957460254227,0.04752405746025423,4.526862192354022,153.21687420275148,168
SD7062B,19,13.0,11.0,127.53,1.3388397504441292,0.0299131,0.030373,0.9912,127.53,11.0,0.026488455814469836,0.05640155581446984,5.37248047096993,181.8378005559053,168
SD7062B,20,14.0,11.0,137.34,1.441827423555216,0.0346198,0.0352764,0.9912,137.34,11.0,0.03360434781470166,0.06822414781470165,6.498631048206232,219.95366624698016,168
SD7062B,21,15.0,11.0,147.15,1.544815096666303,0.0396489,0.0405605,0.9913,147.15,11.0,0.04423784068774404,0.08388674068774404,7.9905575229292065,270.44963923760395,168
SD7062B,22,5.0,12.0,49.050000000000004,0.4326912655014414,0.0031555,0.0031561,0.9887,49.050000000000004,12.0,0.013323908156332045,0.016479408156332045,1.8681102081673389,68.97637691694788,168
SD7062B,23,6.0,12.0,58.86,0.5192295186017296,0.0045412,0.0045432,0.9894,58.86,12.0,0.014053892711712375,0.018595092711712374,2.10794478703535,77.83180752130521,168
SD7062B,24,7.0,12.0,68.67,0.6057677717020179,0.0061775,0.0061834,0.9898,68.67,12.0,0.014702375733136312,0.02087987573313631,2.366948414184997,87.39501836990756,168
SD7062B,25,8.0,12.0,78.48,0.6923060248023062,0.0080636,0.0080775,0.9901,78.48,12.0,0.015195015340405748,0.02325861534040575,2.636602985560155,97.35149485145187,168
SD7062B,26,9.0,12.0,88.29,0.7788442779025945,0.0101985,0.0102263,0.9904,88.29,12.0,0.015522890369808494,0.025721390369808493,2.915783835333519,107.65971084308377,168
SD7062B,27,10.0,12.0,98.10000000000001,0.8653825310028828,0.012581,0.0126309,0.9906,98.10000000000001,12.0,0.015742500374118274,0.028323500374118273,3.2107597359066022,118.5511287103976,168
SD7062B,28,11.0,12.0,107.91000000000001,0.951920784103171,0.0152093,0.0152923,0.9907,107.91000000000001,12.0,0.015975765622594743,0.031185065622594745,3.5351475538005213,130.52852506340383,168
SD7062B,29,12.0,12.0,117.72,1.0384590372034592,0.0180817,0.0182121,0.9908,117.72,12.0,0.016410027100983472,0.03449172710098347,3.9099916018471226,144.36892068358608,168
SD7062B,30,13.0,12.0,127.53,1.1249972903037475,0.0211961,0.0213915,0.9909,127.53,12.0,0.01729804651151595,0.03849414651151595,4.363706959052465,161.12148771886024,168
SD7062B,31,14.0,12.0,137.34,1.2115355434040358,0.0245499,0.0248324,0.991,137.34,12.0,0.018958006272909583,0.04350790627290958,4.932068134569511,182.10713112256656,168
SD7062B,32,15.0,12.0,147.15,1.298073796504324,0.0281405,0.0285364,0.9911,147.15,12.0,0.0217735095203677,0.0499140095203677,5.658265747834654,208.92058145851024,168
SD7062B,33,5.0,13.0,49.050000000000004,0.368683681847382,0.0022922,0.0022926,0.9881,49.050000000000004,13.0,0.012302567532767351,0.014594767532767351,1.941700657580438,77.6680263032175,168
SD7062B,34,6.0,13.0,58.86,0.44242041821685835,0.0032988,0.0032994,0.9888,58.86,13.0,0.012935205755245134,0.016234005755245133,2.159786346672094,86.39145386688375,168
SD7062B,35,7.0,13.0,68.67,0.5161571545863348,0.0044877,0.0044896,0.9894,68.67,13.0,0.013575137288021772,0.01806283728802177,2.403095695849711,96.12382783398844,168
SD7062B,36,8.0,13.0,78.48,0.5898938909558111,0.0058586,0.0058636,0.9897,78.48,13.0,0.014133612202407837,0.019992212202407836,2.6597814245926807,106.39125698370721,168
SD7062B,37,9.0,13.0,88.29,0.6636306273252875,0.007411,0.0074217,0.99,88.29,13.0,0.014557621189901459,0.02196862118990146,2.922724607623744,116.90898430494974,168
SD7062B,38,10.0,13.0,98.10000000000001,0.737367363694764,0.0091443,0.0091645,0.9903,98.10000000000001,13.0,0.01482989556218832,0.02397419556218832,3.1895479789965853,127.58191915986342,168
SD7062B,39,11.0,13.0,107.91000000000001,0.8111041000642404,0.0110578,0.0110927,0.9904,107.91000000000001,13.0,0.01496890725114166,0.02602670725114166,3.462615932095839,138.50463728383355,168
SD7062B,40,12.0,13.0,117.72,0.8848408364337167,0.0131506,0.0132069,0.9906,117.72,13.0,0.015028868808822274,0.028179468808822272,3.7490212155494875,149.9608486219795,168
SD7062B,41,13.0,13.0,127.53,0.9585775728031931,0.0154216,0.0155078,0.9907,127.53,13.0,0.015099733407478513,0.030521333407478514,4.060584933228858,162.4233973291543,168
SD7062B,42,14.0,13.0,137.34,1.0323143091726696,0.0178698,0.0179962,0.9908,137.34,13.0,0.01530719483954629,0.033176994839546295,4.413896456511427,176.55585826045706,168
SD7062B,43,15.0,13.0,147.15,1.106051045542146,0.0204937,0.0206732,0.9909,147.15,13.0,0.015812687517649065,0.036306387517649065,4.830233599755216,193.20934399020865,168
SD7062B,44,5.0,14.0,49.050000000000004,0.317895623633712,0.0017051,0.0017056,0.9873,49.050000000000004,14.0,0.011438926345946194,0.013144026345946193,2.0280697321316965,87.36300384567309,168
SD7062B,45,6.0,14.0,58.86,0.38147474836045436,0.0024537,0.0024541,0.9882,58.86,14.0,0.011954667245856398,0.014408367245856398,2.2231523835747122,95.76656421552606,168
SD7062B,46,7.0,14.0,68.67,0.44505387308719674,0.0033381,0.0033388,0.9888,68.67,14.0,0.012537287285692898,0.015875387285692898,2.4495076008358705,105.51725049754518,168
SD7062B,47,8.0,14.0,78.48,0.5086329978139391,0.004358,0.0043598,0.9893,78.48,14.0,0.013106291013857381,0.01746429101385738,2.6946689747976196,116.07804814512824,168
SD7062B,48,9.0,14.0,88.29,0.5722121225406815,0.0055133,0.0055173,0.9897,88.29,14.0,0.013601636030880675,0.019114936030880676,2.9493567781700927,127.04921505963476,168
SD7062B,49,10.0,14.0,98.10000000000001,0.635791247267424,0.0068036,0.0068117,0.9899,98.10000000000001,14.0,0.013983732989422744,0.020787332989422744,3.207400817527511,138.16495829349276,168
SD7062B,50,11.0,14.0,107.91000000000001,0.6993703719941664,0.0082286,0.0082433,0.9901,107.91000000000001,14.0,0.014233445594272677,0.02246204559427268,3.4658021516790583,149.29609268771327,168
SD7062B,51,12.0,14.0,117.72,0.7629494967209087,0.0097878,0.0098125,0.9903,117.72,14.0,0.014352090602348709,0.02413989060234871,3.7246868028907265,160.44804689375434,168
SD7062B,52,13.0,14.0,127.53,0.8265286214476512,0.0114808,0.0115195,0.9905,127.53,14.0,0.014361437822698199,0.0258422378226982,3.987352045663472,171.76285735165723,168
SD7062B,53,14.0,14.0,137.34,0.8901077461743935,0.0133069,0.013365,0.9906,137.34,14.0,0.014303710116497644,0.027610610116497646,4.2602046883623395,183.51650965253154,168
SD7062B,54,15.0,14.0,147.15,0.9536868709011359,0.0152655,0.0153493,0.9907,147.15,14.0,0.014241583397052678,0.02950708339705268,4.552822791587337,196.1215971760699,168
SD7062B,55,5.0,15.0,49.050000000000004,0.27692240992092243,0.0012946,0.0012953,0.9865,49.050000000000004,15.0,0.010685698915397638,0.011980298915397638,2.1220155565165637,97.9391795315337,168
SD7062B,56,6.0,15.0,58.86,0.3323068919051069,0.0018629,0.0018634,0.9875,58.86,15.0,0.011086779500594446,0.012949679500594447,2.293717506234108,105.86388490311265,168
SD7062B,57,7.0,15.0,68.67,0.3876913738892914,0.0025342,0.0025346,0.9883,68.67,15.0,0.011588685853574966,0.014122885853574966,2.5015221820280504,115.45486993975618,168
SD7062B,58,8.0,15.0,78.48,0.4430758558734759,0.0033085,0.0033092,0.9888,78.48,15.0,0.012124540616414001,0.015433040616414002,2.7335839033441602,126.1654109235766,168
SD7062B,59,9.0,15.0,88.29,0.4984603378576604,0.0041857,0.0041872,0.9892,88.29,15.0,0.012639645573987201,0.0168253455739872,2.9801965129501036,137.54753136692784,168
SD7062B,60,10.0,15.0,98.10000000000001,0.5538448198418449,0.0051656,0.0051689,0.9896,98.10000000000001,15.0,0.01309148165397106,0.01825708165397106,3.233793376935442,149.25200201240497,168
SD7062B,61,11.0,15.0,107.91000000000001,0.6092293018260294,0.0062481,0.0062543,0.9898,107.91000000000001,15.0,0.013449708926842911,0.019697808926842912,3.4889828097969575,161.02997583678265,168
SD7062B,62,12.0,15.0,117.72,0.6646137838102139,0.0074329,0.0074437,0.99,117.72,15.0,0.01369616660588094,0.02112906660588094,3.742494936810667,172.7305355451077,168
SD7062B,63,13.0,15.0,127.53,0.7199982657943983,0.0087198,0.0087373,0.9902,127.53,15.0,0.013824873047164172,0.02254467304716417,3.993234831659806,184.30314607660645,168
SD7062B,64,14.0,15.0,137.34,0.7753827477785828,0.0101084,0.0101354,0.9904,137.34,15.0,0.01384202574957248,0.023950425749572478,4.242229378806848,195.7952020987776,168
SD7062B,65,15.0,15.0,147.15,0.8307672297627673,0.0115984,0.0116383,0.9905,147.15,15.0,0.013766001354786577,0.025364401354786577,4.492680411121483,207.3544805132992,168
SD7062B,66,5.0,16.0,49.050000000000004,0.24338883684456075,0.0010007,0.0010016,0.9855,49.050000000000004,16.0,0.010194068972086513,0.011194768972086513,2.2560747863367543,111.06829717350175,168
SD7062B,67,6.0,16.0,58.86,0.29206660421347286,0.0014398,0.0014404,0.9868,58.86,16.0,0.010456338024826596,0.011896138024826596,2.397421252686285,118.02689243994017,168
SD7062B,68,7.0,16.0,68.67,0.340744371582385,0.0019585,0.001959,0.9877,68.67,16.0,0.01083501451268487,0.012793514512684871,2.5782689747926164,126.93016491286727,168
SD7062B,69,8.0,16.0,78.48,0.3894221389512972,0.0025569,0.0025573,0.9883,78.48,16.0,0.011279131396600592,0.013836031396600591,2.788366750101529,137.27344000499835,168
SD7062B,70,9.0,16.0,88.29,0.43809990632020934,0.0032348,0.0032354,0.9888,88.29,16.0,0.011744875703737077,0.014979675703737077,3.018844671736324,148.62004537778824,168
SD7062B,71,10.0,16.0,98.10000000000001,0.4867776736891215,0.0039921,0.0039934,0.9892,98.10000000000001,16.0,0.01219558852748171,0.01618768852748171,3.262294740247543,160.60527951987902,168
SD7062B,72,11.0,16.0,107.91000000000001,0.5354554410580337,0.0048289,0.0048314,0.9895,107.91000000000001,16.0,0.012601765027445935,0.017430665027445936,3.512791016550397,172.93740389171185,168
SD7062B,73,12.0,16.0,117.72,0.5841332084269457,0.0057449,0.0057496,0.9897,117.72,16.0,0.012941054429465257,0.018685954429465256,3.765768704300186,185.3916900578553,168
SD7062B,74,13.0,16.0,127.53,0.6328109757958579,0.0067401,0.006748,0.9899,127.53,16.0,0.013198260025599252,0.01993836002559925,4.018165220454313,197.81736469928927,168
SD7062B,75,14.0,16.0,137.34,0.68148874316477,0.0078142,0.0078268,0.9901,137.34,16.0,0.013365339174131545,0.021179539174131547,4.268299277647699,210.1316567457329,168
SD7062B,76,15.0,16.0,147.15,0.7301665105336822,0.0089671,0.0089862,0.9902,147.15,16.0,0.01344140329956984,0.02240850329956984,4.515971648879936,222.32475809870454,168
SD7062B,77,5.0,17.0,49.050000000000004,0.21559703194535487,0.0007857,0.0007867,0.9845,49.050000000000004,17.0,0.009959078376243814,0.010744778376243814,2.4445205696910532,127.86722979922429,168
SD7062B,78,6.0,17.0,58.86,0.2587164383344258,0.0011304,0.0011312,0.986,58.86,17.0,0.01008571363926144,0.01121611363926144,2.551753004397642,133.47631099926127,168
SD7062B,79,7.0,17.0,68.67,0.3018358447234968,0.0015375,0.0015381,0.987,68.67,17.0,0.010327871548959554,0.011865371548959554,2.6994642237188997,141.20274400991167,168
SD7062B,80,8.0,17.0,78.48,0.3449552511125678,0.0020071,0.0020076,0.9877,78.48,17.0,0.01064864471360857,0.01265574471360857,2.879280260035486,150.6085059095485,168
SD7062B,81,9.0,17.0,88.29,0.3880746575016388,0.0025392,0.0025396,0.9883,88.29,17.0,0.011015294058821052,0.013554494058821052,3.083752719535048,161.30398840644864,168
SD7062B,82,10.0,17.0,98.10000000000001,0.43119406389070974,0.0031337,0.0031343,0.9887,98.10000000000001,17.0,0.0113992488275517,0.0145329488275517,3.3063587822122122,172.94799783879262,168
SD7062B,83,11.0,17.0,107.91000000000001,0.4743134702797807,0.0037906,0.0037917,0.9891,107.91000000000001,17.0,0.011776106580097357,0.015566706580097357,3.541546703422632,185.25013525595304,168
SD7062B,84,12.0,17.0,117.72,0.5174328766688516,0.0045098,0.0045118,0.9894,117.72,17.0,0.012125633194097006,0.016635433194097007,3.7846903123289435,197.9684163372063,168
SD7062B,85,13.0,17.0,127.53,0.5605522830579226,0.0052913,0.0052948,0.9896,127.53,17.0,0.012431762864531772,0.01772306286453177,4.032134513454804,210.91165147302047,168
SD7062B,86,14.0,17.0,137.34,0.6036716894469936,0.0061349,0.0061407,0.9898,137.34,17.0,0.012682598103724923,0.018817498103724923,4.281127034353841,223.93587564312395,168
SD7062B,87,15.0,17.0,147.15,0.6467910958360645,0.0070405,0.0070496,0.99,147.15,17.0,0.01287040974134187,0.019910909741341867,4.5298866779407,236.9479185384366,168
SD7062B,88,5.0,18.0,49.050000000000004,0.19230722911175172,0.0006255,0.0006267,0.9833,49.050000000000004,18.0,0.009832778701428617,0.010458278701428616,2.6674949905652094,147.73818409284237,168
SD7062B,89,6.0,18.0,58.86,0.23076867493410202,0.0008998,0.0009008,0.9851,58.86,18.0,0.009855600588410235,0.010755400588410234,2.743279081593734,151.93545682672988,168
SD7062B,90,7.0,18.0,68.67,0.26923012075645236,0.0012239,0.0012246,0.9863,68.67,18.0,0.009984357514286377,0.011208257514286377,2.858785047317554,158.33271031297218,168
SD7062B,91,8.0,18.0,78.48,0.3076915665788027,0.0015976,0.0015982,0.9871,78.48,18.0,0.010192628838348277,0.011790228838348276,3.007223010763265,166.55388982688854,168
SD7062B,92,9.0,18.0,88.29,0.3461530124011531,0.0020211,0.0020215,0.9878,88.29,18.0,0.010456469114548233,0.012477569114548233,3.182536443874073,176.2635568914871,168
SD7062B,93,10.0,18.0,98.10000000000001,0.38461445822350343,0.0024942,0.0024946,0.9883,98.10000000000001,18.0,0.01075440809149961,0.01324860809149961,3.379198119018317,187.15558813024526,168
SD7062B,94,11.0,18.0,107.91000000000001,0.42307590404585377,0.003017,0.0030176,0.9887,107.91000000000001,18.0,0.011067450712476844,0.014084450712476845,3.5923886514195145,198.96306377092694,168
SD7062B,95,12.0,18.0,117.72,0.46153734986820405,0.0035895,0.0035904,0.989,117.72,18.0,0.01137907711541544,0.014968577115415441,3.817894474910619,211.45261707197272,168
SD7062B,96,13.0,18.0,127.53,0.4999987956905544,0.0042115,0.0042131,0.9893,127.53,18.0,0.011675242632911966,0.015886742632911968,4.05208233587259,224.42302167909727,168
SD7062B,97,14.0,18.0,137.34,0.5384602415129047,0.0048831,0.0048858,0.9895,137.34,18.0,0.01194437779222406,0.016827477792224058,4.292026823541557,237.71225484230158,168
SD7062B,98,15.0,18.0,147.15,0.5769216873352551,0.0056042,0.0056085,0.9897,147.15,18.0,0.012177388315270427,0.01778158831527043,4.535382839701662,251.19043419886123,168
SD7062B,99,5.0,19.0,49.050000000000004,0.17259706989531176,0.0005042,0.0005054,0.982,49.050000000000004,19.0,0.009780785728046196,0.010284985728046196,2.92286856472509,170.87539301469755,168
SD7062B,100,6.0,19.0,58.86,0.20711648387437412,0.0007253,0.0007263,0.9841,58.86,19.0,0.009728799982321554,0.010454099982321554,2.9709287906445545,173.68506776075853,168
SD7062B,101,7.0,19.0,68.67,0.24163589785343648,0.0009864,0.0009872,0.9855,68.67,19.0,0.009769504959687538,0.010755904959687538,3.0566981154006503,178.6992744388072,168
SD7062B,102,8.0,19.0,78.48,0.2761553118324988,0.0012875,0.0012882,0.9864,78.48,19.0,0.0098840985665537,0.011171598566553701,3.1748332113739055,185.6056338957052,168
SD7062B,103,9.0,19.0,88.29,0.3106747258115612,0.0016287,0.0016292,0.9872,88.29,19.0,0.010055273517620337,0.011683973517620337,3.3204439761746185,194.11826322251616,168
SD7062B,104,10.0,19.0,98.10000000000001,0.3451941397906235,0.0020099,0.0020103,0.9877,98.10000000000001,19.0,0.010267217335878504,0.012277117335878504,3.489008276270847,203.97279153583415,168
SD7062B,105,11.0,19.0,107.91000000000001,0.3797135537696859,0.0024312,0.0024316,0.9882,107.91000000000001,19.0,0.010505612352610001,0.012936812352610001,3.6764856221510906,214.93300560267912,168
SD7062B,106,12.0,19.0,117.72,0.41423296774874824,0.0028924,0.0028929,0.9886,117.72,19.0,0.010757635707387385,0.013650035707387384,3.8791750743709335,226.78254280937765,168
SD7062B,107,13.0,19.0,127.53,0.44875238172781057,0.0033937,0.0033944,0.9889,127.53,19.0,0.011011959348073964,0.014405659348073963,4.0939141750877495,239.33652100512998,168
SD7062B,108,14.0,19.0,137.34,0.48327179570687295,0.0039349,0.0039361,0.9891,137.34,19.0,0.011258750030823793,0.015193650030823793,4.317851597735323,252.4282472522188,168
SD7062B,109,15.0,19.0,147.15,0.5177912096859353,0.0045161,0.0045181,0.9894,147.15,19.0,0.011489669320081684,0.016005769320081686,4.548646078558555,265.92084766957703,168
SD7062B,110,5.0,20.0,49.050000000000004,0.1557688555805189,0.0004109,0.0004123,0.9806,49.050000000000004,20.0,0.009769002457914885,0.010179902457914886,3.2055458949084863,197.26436276359917,168
SD7062B,111,6.0,20.0,58.86,0.18692262669662266,0.0005911,0.0005923,0.983,58.86,20.0,0.00966598474341995,0.01025708474341995,3.2298497975719203,198.7599875428874,168
SD7062B,112,7.0,20.0,68.67,0.21807639781272645,0.0008038,0.0008048,0.9846,68.67,20.0,0.009641613376300895,0.010445413376300896,3.2891525343634567,202.40938673005888,168
SD7062B,113,8.0,20.0,78.48,0.2492301689288302,0.0010492,0.00105,0.9857,78.48,20.0,0.00968255547122054,0.01073175547122054,3.3793186956507397,207.95807357850705,168
SD7062B,114,9.0,20.0,88.29,0.280383940044934,0.0013271,0.0013278,0.9865,88.29,20.0,0.009776393766747282,0.011103493766747281,3.4963752364312,215.16155301115077,168
SD7062B,115,10.0,20.0,98.10000000000001,0.3115377111610378,0.0016377,0.0016383,0.9872,98.10000000000001,20.0,0.009911626625355082,0.011549326625355082,3.6367633880499217,223.8008238799952,168
SD7062B,116,11.0,20.0,107.91000000000001,0.3426914822771416,0.0019809,0.0019814,0.9877,107.91000000000001,20.0,0.010077668033423486,0.012058568033423485,3.797118235446509,233.66881448901594,168
SD7062B,117,12.0,20.0,117.72,0.3738452533932453,0.0023567,0.0023571,0.9881,117.72,20.0,0.010264847601237605,0.012621547601237605,3.9743946730140207,244.57813372393974,168
SD7062B,118,13.0,20.0,127.53,0.4049990245093491,0.0027651,0.0027656,0.9885,127.53,20.0,0.010464410562988129,0.013229510562988128,4.165835915634235,256.35913326979903,168
SD7062B,119,14.0,20.0,137.34,0.4361527956254529,0.0032061,0.0032067,0.9888,137.34,20.0,0.01066851777677132,0.01387461777677132,4.368973498677651,268.8599076109323,168
SD7062B,120,15.0,20.0,147.15,0.46730656674155663,0.0036796,0.0036806,0.989,147.15,20.0,0.010870245724589011,0.01454984572458901,4.5815957890387535,281.9443562485386,168
SD7062B,121,5.0,21.0,49.050000000000004,0.14128694383720536,0.0003383,0.0003397,0.9791,49.050000000000004,21.0,0.009792001371165298,0.010130301371165298,3.516894546379243,227.24549376604338,168
SD7062B,122,6.0,21.0,58.86,0.1695443326046464,0.0004866,0.0004878,0.9818,58.86,21.0,0.009657704511760004,0.010144304511760004,3.521755958393093,227.55961577309216,168
SD7062B,123,7.0,21.0,68.67,0.19780172137208749,0.0006617,0.0006628,0.9836,68.67,21.0,0.009590853177038486,0.010252553177038486,3.5593361967909694,229.98787733110876,168
SD7062B,124,8.0,21.0,78.48,0.22605911013952856,0.0008636,0.0008645,0.9849,78.48,21.0,0.009581653635931869,0.010445253635931868,3.626235212736924,234.31058297684737,168
SD7062B,125,9.0,21.0,88.29,0.2543164989069696,0.0010923,0.0010931,0.9859,88.29,21.0,0.009620900197138418,0.01071320019713842,3.7192571047124825,240.32122830449885,168
SD7062B,126,10.0,21.0,98.10000000000001,0.2825738876744107,0.0013479,0.0013486,0.9866,98.10000000000001,21.0,0.009699975209123551,0.01104787520912355,3.835444835100263,247.82874319109388,168
SD7062B,127,11.0,21.0,107.91000000000001,0.31083127644185177,0.0016303,0.0016309,0.9872,107.91000000000001,21.0,0.00981084906011983,0.011441149060119829,3.9719760804331226,256.650762120294,168
SD7062B,128,12.0,21.0,117.72,0.3390886652092928,0.0019396,0.00194,0.9877,117.72,21.0,0.009946080178126959,0.011885680178126959,4.126302097728629,266.62259708400364,168
SD7062B,129,13.0,21.0,127.53,0.36734605397673387,0.0022756,0.002276,0.988,127.53,21.0,0.01009881503091179,0.01237441503091179,4.295974141570965,277.5860214553546,168
SD7062B,130,14.0,21.0,137.34,0.39560344274417497,0.0026385,0.0026389,0.9884,137.34,21.0,0.010262788126008324,0.012901288126008324,4.478886480196267,289.404972566528,168
SD7062B,131,15.0,21.0,147.15,0.423860831511616,0.0030282,0.0030287,0.9887,147.15,21.0,0.010432322010717705,0.013460522010717705,4.673033379407288,301.9498491309324,168
SD7062B,132,5.0,22.0,49.050000000000004,0.1287345913888586,0.0002811,0.0002825,0.9774,49.050000000000004,22.0,0.009832516732032328,0.010113616732032328,3.853454579334756,260.8492330626604,168
SD7062B,133,6.0,22.0,58.86,0.1544815096666303,0.0004042,0.0004055,0.9805,58.86,22.0,0.00967818198482428,0.01008238198482428,3.841553626109784,260.0436300751238,168
SD7062B,134,7.0,22.0,68.67,0.180228427944402,0.0005496,0.0005508,0.9826,68.67,22.0,0.0095834828538418,0.010133082853841801,3.860871492415021,261.35130102501677,168
SD7062B,135,8.0,22.0,78.48,0.20597534622217373,0.0007173,0.0007184,0.984,78.48,22.0,0.009540855076914143,0.010258155076914143,3.9085260697552133,264.57714933727596,168
